○158|53○T_StartupDay
●158|53●T_StartupDay

○513|62○T『まあな』⇒希望＋１
●513|62●T『まあな』⇒希望＋１

○575|62○T『いいや』⇒変化なし
●575|62●T『いいや』⇒変化なし

○1182|49○TCmn0420
●1182|49●TCmn0420

○1361|57○T_CreateSaveText
●1361|57●T_CreateSaveText

○1418|53○T_PrintParam
●1418|53●T_PrintParam

○1521|54○TBGSP_06g.gpd
●1521|54●TBGSP_06g.gpd

○1684|46○T浅間
●1684|46●T浅間

○1789|67○「桜井、そろそろいいか？」
●1789|67●「桜井、そろそろいいか？」

○1936|97○　朝のホームルームが終わるなり、とつぜん言いだす鬼浅間。
●1936|97●　朝のホームルームが終わるなり、とつぜん言いだす鬼浅間。

○2073|181○　なにがいいんだ？　おいおい、それ日本語としておかしいだろう。言語能力に乏しいんじゃないか、本当に大学の教育課程を修了しておるのかねチミは。
●2073|181●　なにがいいんだ？　おいおい、それ日本語としておかしいだろう。言語能力に乏しいんじゃないか、本当に大学の教育課程を修了しておるのかねチミは。

○2294|95○　というような小憎らしい顔をして俺が呆然としていると、
●2294|95●　というような小憎らしい顔をして俺が呆然としていると、

○2538|46○T浅間
●2538|46●T浅間

○2643|105○「学級目標だよ。もういいかげん決まったんだろう？　提出、提出！」
●2643|105●「学級目標だよ。もういいかげん決まったんだろう？　提出、提出！」

○2885|73○　苛立たしげに教壇を叩きだした。
●2885|73●　苛立たしげに教壇を叩きだした。

○2998|57○　ああ、あれね。
●2998|57●　ああ、あれね。

○3095|89○　俺は勝ちほこるように自分の机を叩いて対抗する。
●3095|89●　俺は勝ちほこるように自分の机を叩いて対抗する。

○3269|46○T舞人
●3269|46●T舞人

○3315|115○「愚問、愚問！　我々をそこらの凡骨学級委員と比較してもらっては困りますな」
●3315|115●「愚問、愚問！　我々をそこらの凡骨学級委員と比較してもらっては困りますな」

○3470|71○「副委員長、例のものをこれへ」
●3470|71●「副委員長、例のものをこれへ」

○3621|50○T副委員長
●3621|50●T副委員長

○3730|49○「ほい」
●3730|49●「ほい」

○4067|129○　八重樫が、あらかじめ用意していた書き初め用の半紙を両手で捧げもって黒板の前へ進みでた。
●4067|129●　八重樫が、あらかじめ用意していた書き初め用の半紙を両手で捧げもって黒板の前へ進みでた。

○4236|79○　そこに書いてあるスローガンはもちろん
●4236|79●　そこに書いてあるスローガンはもちろん

○4355|47○……。
●4355|47●……。

○4589|59○『適当に生きるな』
●4589|59●『適当に生きるな』

○4738|46○T浅間
●4738|46●T浅間

○4843|53○「ほう……」
●4843|53●「ほう……」

○4976|133○　我がクラス一（っていうか一人だけだった）の筆の達人、書道部所属の赤塚さんによる力強い運筆。
●4976|133●　我がクラス一（っていうか一人だけだった）の筆の達人、書道部所属の赤塚さんによる力強い運筆。

○5149|115○　それは、文化の薫りに程遠い独身体育教師をも唸らせる会心の出来栄えだった。
●5149|115●　それは、文化の薫りに程遠い独身体育教師をも唸らせる会心の出来栄えだった。

○5453|46○T浅間
●5453|46●T浅間

○5558|103○「うむ、なるほど……これは単純明解ながら実に身に沁みる言葉だ」
●5558|103●「うむ、なるほど……これは単純明解ながら実に身に沁みる言葉だ」

○5760|123○「とかく無気力が叫ばれる現代の若者に、決して忘れてほしくない座右の銘となるだろう」
●5760|123●「とかく無気力が叫ばれる現代の若者に、決して忘れてほしくない座右の銘となるだろう」

○5923|46○T舞人
●5923|46●T舞人

○5969|173○「そのとおりです。安易にいばらの道を避けてしまう当世の風潮を憂い、悔いなき青春を送ってほしいという願いをシンプルに表現してみました」
●5969|173●「そのとおりです。安易にいばらの道を避けてしまう当世の風潮を憂い、悔いなき青春を送ってほしいという願いをシンプルに表現してみました」

○6222|113○　口から出任せを並べたてる俺に、八重樫が神妙な表情で同意の首肯を見せる。
●6222|113●　口から出任せを並べたてる俺に、八重樫が神妙な表情で同意の首肯を見せる。

○6375|46○T舞人
●6375|46●T舞人

○6421|121○「このクラスの全員に、いやさこの星のすべての同世代に、僕らはこの言葉を掲げます」
●6421|121●「このクラスの全員に、いやさこの星のすべての同世代に、僕らはこの言葉を掲げます」

○6632|61○「適当に生きるな！」
●6632|61●「適当に生きるな！」

○6842|48○Tつばさ
●6842|48●Tつばさ

○6949|61○「適当に生きるな！」
●6949|61●「適当に生きるな！」

○7140|105○　鬼浅間は俺たち二人に対して交互に、有難くもない微笑みを向けた。
●7140|105●　鬼浅間は俺たち二人に対して交互に、有難くもない微笑みを向けた。

○7394|46○T浅間
●7394|46●T浅間

○7499|87○「……よくやってくれた。先生はとても嬉しいぞ」
●7499|87●「……よくやってくれた。先生はとても嬉しいぞ」

○7794|73○「よーし、みんな注目してくれ！」
●7794|73●「よーし、みんな注目してくれ！」

○7947|97○　鬼浅間が手の甲で黒板を叩いて、クラス中の視線を集める。
●7947|97●　鬼浅間が手の甲で黒板を叩いて、クラス中の視線を集める。

○8233|111○　八重樫は自分の席に帰還する道すがら、薄い笑顔を浮かべて右手を掲げた。
●8233|111●　八重樫は自分の席に帰還する道すがら、薄い笑顔を浮かべて右手を掲げた。

○8384|103○　俺も同じように勝利の笑みを浮かべ、奴めがけて右手を伸ばした。
●8384|103●　俺も同じように勝利の笑みを浮かべ、奴めがけて右手を伸ばした。

○8527|55○　パァァァン！
●8527|55●　パァァァン！

○8697|131○　しかし俺たちが交わしたハイタッチの快音は、身を乗りだして熱弁する担任の声にかき消された。
●8697|131●　しかし俺たちが交わしたハイタッチの快音は、身を乗りだして熱弁する担任の声にかき消された。

○9074|57○T_CreateSaveText
●9074|57●T_CreateSaveText

○9131|53○T_PrintParam
●9131|53●T_PrintParam

○9234|54○TBGSP_06g.gpd
●9234|54●TBGSP_06g.gpd

○9397|46○T浅間
●9397|46●T浅間

○9502|67○「桜井、そろそろいいか？」
●9502|67●「桜井、そろそろいいか？」

○9649|97○　朝のホームルームが終わるなり、とつぜん言いだす鬼浅間。
●9649|97●　朝のホームルームが終わるなり、とつぜん言いだす鬼浅間。

