○173|53○T_StartupDay
●173|53●T_StartupDay

○859|62○T『言う』⇒こだま＋１
●859|62●T『言う』⇒こだま＋１

○921|64○T『言わない』⇒変化なし
●921|64●T『言わない』⇒変化なし

○1754|49○TCmn0809
●1754|49●TCmn0809

○1931|57○T_CreateSaveText
●1931|57●T_CreateSaveText

○1988|53○T_PrintParam
●1988|53●T_PrintParam

○2091|54○TBGSP_02a.gpd
●2091|54●TBGSP_02a.gpd

○2195|46○T舞人
●2195|46●T舞人

○2241|61○「今日は月曜日かあ」
●2241|61●「今日は月曜日かあ」

○2382|107○　暑さに目を覚ました俺は、ベッドの上で身を起こしながらつぶやいた。
●2382|107●　暑さに目を覚ました俺は、ベッドの上で身を起こしながらつぶやいた。

○2529|81○　寝間着代わりのＴシャツが汗でべっとり。
●2529|81●　寝間着代わりのＴシャツが汗でべっとり。

○2650|111○　俺は立ちあがってそれを脱ぎすて、パンツ一枚の格好で登校準備を始めた。
●2650|111●　俺は立ちあがってそれを脱ぎすて、パンツ一枚の格好で登校準備を始めた。

○2801|161○　長期休暇中はともすれば曜日感覚を失うものだけど、規則正しい生活を送っているこの俺に、余人の怠惰な常識は当てはまらない。
●2801|161●　長期休暇中はともすれば曜日感覚を失うものだけど、規則正しい生活を送っているこの俺に、余人の怠惰な常識は当てはまらない。

○3002|77○　……月・水・金に補習があるからな。
●3002|77●　……月・水・金に補習があるからな。

○3119|77○　俺は悪あがきもせずに立ちあがった。
●3119|77●　俺は悪あがきもせずに立ちあがった。

○3341|54○TBGSP_07a.gpd
●3341|54●TBGSP_07a.gpd

○3613|46○T舞人
●3613|46●T舞人

○3659|47○「あ」
●3659|47●「あ」

○3786|129○　講義が終わって帰宅しようと廊下に出たとたん、文芸部の（身長が）凸凹コンビに出くわした。
●3786|129●　講義が終わって帰宅しようと廊下に出たとたん、文芸部の（身長が）凸凹コンビに出くわした。

○3955|48○Tひかり
●3955|48●Tひかり

○4062|61○「あれ、桜井……？」
●4062|61●「あれ、桜井……？」

○4222|89○「なにしてんの、あんた。部活動もしてないくせに」
●4222|89●「なにしてんの、あんた。部活動もしてないくせに」

○4460|48○Tこだま
●4460|48●Tこだま

○4567|63○「ふふっ、補習だよね」
●4567|63●「ふふっ、補習だよね」

○4779|48○Tひかり
●4779|48●Tひかり

○4886|57○「ああ、そっか」
●4886|57●「ああ、そっか」

○5023|69○　鼻で笑われてしまった……。
●5023|69●　鼻で笑われてしまった……。

○5132|115○　なんて失礼な眼鏡だ。帰宅部の底力を見せてやる、二学期を楽しみにしてろよ。
●5132|115●　なんて失礼な眼鏡だ。帰宅部の底力を見せてやる、二学期を楽しみにしてろよ。

○5396|48○Tこだま
●5396|48●Tこだま

○5503|79○「桜井君、ちゃんと真面目にやってる？」
●5503|79●「桜井君、ちゃんと真面目にやってる？」

○5662|105○　里見先輩までそんな目で見るのか……俺の信用も地に落ちたものだ。
●5662|105●　里見先輩までそんな目で見るのか……俺の信用も地に落ちたものだ。

○5807|46○T舞人
●5807|46●T舞人

○5853|109○「なにを言いだすかと思えば。先輩、俺は真面目だけが取柄の人間ですよ」
●5853|109●「なにを言いだすかと思えば。先輩、俺は真面目だけが取柄の人間ですよ」

○6111|48○Tこだま
●6111|48●Tこだま

○6218|89○「あはは……そ、そうだね。大変だけど頑張ってね」
●6218|89●「あはは……そ、そうだね。大変だけど頑張ってね」

○6387|173○　いや、でも冗談はともかく、ここのとこ自分としては頑張ってる方だと思う。なにしろ、毎回サボらずに補習を受けてるだけでも大きな進歩だ。
●6387|173●　いや、でも冗談はともかく、ここのとこ自分としては頑張ってる方だと思う。なにしろ、毎回サボらずに補習を受けてるだけでも大きな進歩だ。

○6600|79○　まあ、遅刻が多いのはご愛嬌ってことで
●6600|79●　まあ、遅刻が多いのはご愛嬌ってことで

○6719|47○……。
●6719|47●……。

○6806|48○Tひかり
●6806|48●Tひかり

○6913|97○「補習っていえば、うちの佐竹と宇都宮も出てるはずだけど」
●6913|97●「補習っていえば、うちの佐竹と宇都宮も出てるはずだけど」

○7050|46○T舞人
●7050|46●T舞人

○7096|59○「いますよ、ほら」
●7096|59●「いますよ、ほら」

○7235|127○　俺はうんざり感たっぷりに講義室の扉をほんの少し開けて、保護者である女に中を覗かせた。
●7235|127●　俺はうんざり感たっぷりに講義室の扉をほんの少し開けて、保護者である女に中を覗かせた。

