○173|53○T_StartupDay
●173|53●T_StartupDay

○1091|49○TCmn0730
●1091|49●TCmn0730

○1274|57○T_CreateSaveText
●1274|57●T_CreateSaveText

○1331|53○T_PrintParam
●1331|53●T_PrintParam

○1586|57○　ん、朝か……。
●1586|57●　ん、朝か……。

○1683|71○　でも、もうちょっとだけ……。
●1683|71●　でも、もうちょっとだけ……。

○1794|53○　…………。
●1794|53●　…………。

○1887|57○　………………。
●1887|57●　………………。

○1984|121○　いやいやいや、俺は生まれかわったんだ。ちゃっちゃと起きて補習を受けに行くぞう。
●1984|121●　いやいやいや、俺は生まれかわったんだ。ちゃっちゃと起きて補習を受けに行くぞう。

○2145|67○　でも、あと五分だけ……。
●2145|67●　でも、あと五分だけ……。

○2397|54○TBGSU_05a.gpd
●2397|54●TBGSU_05a.gpd

○2610|46○T浅間
●2610|46●T浅間

○2715|55○「おっ、桜井」
●2715|55●「おっ、桜井」

○2810|46○T舞人
●2810|46●T舞人

○2856|69○「あー、おはようございます」
●2856|69●「あー、おはようございます」

○3005|111○　通りがかった校庭から、部活動の指導に励む浅間弥太郎が駆けよってきた。
●3005|111●　通りがかった校庭から、部活動の指導に励む浅間弥太郎が駆けよってきた。

○3156|46○T浅間
●3156|46●T浅間

○3261|109○「しっかりやってるそうじゃないか、桜井。職員室でも話題になってるぞ」
●3261|109●「しっかりやってるそうじゃないか、桜井。職員室でも話題になってるぞ」

○3450|79○　俺はあくびを噛みころしながら応えた。
●3450|79●　俺はあくびを噛みころしながら応えた。

○3569|46○T舞人
●3569|46●T舞人

○3615|59○「ひへ、別に……」
●3615|59●「ひへ、別に……」

○3823|46○T浅間
●3823|46●T浅間

○3928|73○「おいおい、照れることはないぞ」
●3928|73●「おいおい、照れることはないぞ」

○4209|133○「どん底から這いあがろうともがくさまは、たしかに見下ろす側からすれば滑稽に映るかもしれない」
●4209|133●「どん底から這いあがろうともがくさまは、たしかに見下ろす側からすれば滑稽に映るかもしれない」

○4441|129○「だが難渋のすえ、栄光の淵に手をかけたとき、誰もがおまえの努力を誉めたたえることだろう」
●4441|129●「だが難渋のすえ、栄光の淵に手をかけたとき、誰もがおまえの努力を誉めたたえることだろう」

○4650|65○　嬉しそうだな、鬼浅間。
●4650|65●　嬉しそうだな、鬼浅間。

○4755|191○　しかし、ただ普通に講義を受けただけでそこまで過大評価をされると、ちょっとしたエンターテイナー心を出したくなってしまうのが俺という人間の悲しいさがだ。
●4755|191●　しかし、ただ普通に講義を受けただけでそこまで過大評価をされると、ちょっとしたエンターテイナー心を出したくなってしまうのが俺という人間の悲しいさがだ。

○4986|163○　なにごとも急な変革っていうのはいずれボロが出るもんだしな。真面目とハチャメチャの半々ぐらいがちょうどいいのかもしれない。
●4986|163●　なにごとも急な変革っていうのはいずれボロが出るもんだしな。真面目とハチャメチャの半々ぐらいがちょうどいいのかもしれない。

○5189|109○　軽く手始めに、今日は担任教師のコスプレ姿で教室へ登場するとしよう。
●5189|109●　軽く手始めに、今日は担任教師のコスプレ姿で教室へ登場するとしよう。

○5338|46○T浅間
●5338|46●T浅間

○5443|95○「負けるなよ桜井、初志貫徹だ。俺は応援しているからな」
●5443|95●「負けるなよ桜井、初志貫徹だ。俺は応援しているからな」

○5578|46○T舞人
●5578|46●T舞人

○5624|79○「じゃあ先生のジャージ貸してください」
●5624|79●「じゃあ先生のジャージ貸してください」

○5852|46○T浅間
●5852|46●T浅間

○5957|83○「言ってるそばから、おまえという奴は……」
●5957|83●「言ってるそばから、おまえという奴は……」

○6120|57○　バレてる……。
●6120|57●　バレてる……。

○6217|49○　ちぇ。
●6217|49●　ちぇ。

○6490|57○T_CreateSaveText
●6490|57●T_CreateSaveText

○6547|53○T_PrintParam
●6547|53●T_PrintParam

○6795|54○TBGSU_10a.gpd
●6795|54●TBGSU_10a.gpd

○6899|46○T舞人
●6899|46●T舞人

○6945|57○「……暑い……」
●6945|57●「……暑い……」

○7082|81○　無意識に心の真実を呟きながら空を仰ぐ。
●7082|81●　無意識に心の真実を呟きながら空を仰ぐ。

○7203|151○　空色の絵の具で塗りたくったような澄んだ青空と、それを彩る白く猛々しい巨大な入道雲とがいっぱいに広がっていた。
●7203|151●　空色の絵の具で塗りたくったような澄んだ青空と、それを彩る白く猛々しい巨大な入道雲とがいっぱいに広がっていた。

○7394|85○　夏を埋め尽くすかのように聞こえるセミの声。
