○158|53○T_StartupDay
●158|53●T_StartupDay

○306|84○T『なんだろう』⇒希望＋１、希望フラグ３Ｏｎ
●306|84●T『なんだろう』⇒希望＋１、希望フラグ３Ｏｎ

○390|66○T『興味ないね』⇒変化なし
●390|66●T『興味ないね』⇒変化なし

○1031|49○TCmn0522
●1031|49●TCmn0522

○1224|57○T_CreateSaveText
●1224|57●T_CreateSaveText

○1281|53○T_PrintParam
●1281|53●T_PrintParam

○1391|54○TBGSP_02e.gpd
●1391|54●TBGSP_02e.gpd

○1495|50○T携帯電話
●1495|50●T携帯電話

○1545|79○♪ちゃらら～ら～ら～ら～　ららららら～
●1545|79●♪ちゃらら～ら～ら～ら～　ららららら～

○1704|49○　……。
●1704|49●　……。

○1793|51○　……な？
●1793|51●　……な？

○1884|55○　……なんだ？
●1884|55●　……なんだ？

○1979|55○　……でんわ？
●1979|55●　……でんわ？

○2074|127○　自分が布団の中で眠りについていたことさえ理解できないほど、俺の意識は混沌としていた。
●2074|127●　自分が布団の中で眠りについていたことさえ理解できないほど、俺の意識は混沌としていた。

○2241|101○　ほとんど本能ともいえる動きで、俺の腕は枕元の電話機を掴む。
●2241|101●　ほとんど本能ともいえる動きで、俺の腕は枕元の電話機を掴む。

○2422|46○T舞人
●2422|46●T舞人

○2468|109○「……ばい、ごんな信じられないぼど夜分おぞぐにどごの無礼者でずが？」
●2468|109●「……ばい、ごんな信じられないぼど夜分おぞぐにどごの無礼者でずが？」

○2657|115○　寝起き、というかほとんど起きてさえいない俺の声は、重たくくぐもっていた。
●2657|115●　寝起き、というかほとんど起きてさえいない俺の声は、重たくくぐもっていた。

○2812|44○T声
●2812|44●T声

○2915|61○『馬鹿か、おまえは』
●2915|61●『馬鹿か、おまえは』

○3056|69○　いきなり理不尽な女の罵声。
●3056|69●　いきなり理不尽な女の罵声。

○3165|151○　こんな非常識な時間に非常識な言葉を吐きかける非常識な人間は、世界広しといえども桜井の一族よりほかにあるまい。
●3165|151●　こんな非常識な時間に非常識な言葉を吐きかける非常識な人間は、世界広しといえども桜井の一族よりほかにあるまい。

○3356|46○T舞人
●3356|46●T舞人

○3402|65○「……なんだ、母親かぁ」
●3402|65●「……なんだ、母親かぁ」

○3547|115○　追いがたい眠気が俺を支配していたので、感情が麻痺して怒気は湧かなかった。
●3547|115●　追いがたい眠気が俺を支配していたので、感情が麻痺して怒気は湧かなかった。

○3702|46○T母親
●3702|46●T母親

○3807|109○『どこ探したって、こんな時間に寝てるやつがいるかっての。早く起きな』
●3807|109●『どこ探したって、こんな時間に寝てるやつがいるかっての。早く起きな』

○3956|46○T舞人
●3956|46●T舞人

○4002|61○「こんな時間……？」
●4002|61●「こんな時間……？」

○4143|141○　固いまぶたをこじ開けて壁時計をのぞく。薄闇の中でかろうじて、針が示す文字盤を読みとることができた。
●4143|141●　固いまぶたをこじ開けて壁時計をのぞく。薄闇の中でかろうじて、針が示す文字盤を読みとることができた。

○4324|46○T舞人
●4324|46●T舞人

○4370|53○「……よじ」
●4370|53●「……よじ」

○4463|101○「四時だよ母さん、まだ眠いよ……もうちょっと寝かせてよ……」
●4463|101●「四時だよ母さん、まだ眠いよ……もうちょっと寝かせてよ……」

○4644|121○　錯乱した俺は、ついうっかり童心にかえって（素で）甘ったれた声を発してしまった。
●4644|121●　錯乱した俺は、ついうっかり童心にかえって（素で）甘ったれた声を発してしまった。

○4805|107○　その屈辱たるや、泥のような眠気が思わず吹きとんでしまったほどだ。
●4805|107●　その屈辱たるや、泥のような眠気が思わず吹きとんでしまったほどだ。

○4952|46○T母親
●4952|46●T母親

○5057|65○『気色悪いことぬかすな』
●5057|65●『気色悪いことぬかすな』

○5202|93○　しかし母は、我が子の愛を一言のもとに踏みにじった。
●5202|93●　しかし母は、我が子の愛を一言のもとに踏みにじった。

○5335|46○T舞人
●5335|46●T舞人

○5381|73○「ありがとう。さすがは俺の親だ」
●5381|73●「ありがとう。さすがは俺の親だ」

○5544|177○「して愚母よ、何用だ。フライデーミッドナイトの安眠を打ちくだいてくれたからには、さぞかしエマージェンシーなニュース速報があるんだろうな」
●5544|177●「して愚母よ、何用だ。フライデーミッドナイトの安眠を打ちくだいてくれたからには、さぞかしエマージェンシーなニュース速報があるんだろうな」

○5761|46○T母親
●5761|46●T母親

○5866|55○『いや、全然』
●5866|55●『いや、全然』

○5961|46○T舞人
●5961|46●T舞人

○6007|49○「ほう」
●6007|49●「ほう」

○6096|91○「これはこれは、なかなか興味深いことをおっしゃる」
●6096|91●「これはこれは、なかなか興味深いことをおっしゃる」

○6227|46○T母親
●6227|46●T母親

○6332|81○『残業が長引いてさっき帰ってきたんだよ』
●6332|81●『残業が長引いてさっき帰ってきたんだよ』

○6453|46○T舞人
●6453|46●T舞人

○6499|77○「結構じゃないか。がんばれ職業婦人」
●6499|77●「結構じゃないか。がんばれ職業婦人」

○6616|46○T母親
●6616|46●T母親

○6721|147○『その頑張った金で、どこの馬の骨とも知れないガキを喰わせてやってるのかと思うと、急にムカッ腹たってきてな』
●6721|147●『その頑張った金で、どこの馬の骨とも知れないガキを喰わせてやってるのかと思うと、急にムカッ腹たってきてな』

○6908|46○T舞人
●6908|46●T舞人

○6954|103○「なるほど、それで用もないのに真夜中のラブコールというわけか」
●6954|103●「なるほど、それで用もないのに真夜中のラブコールというわけか」

○7097|46○T母親
●7097|46●T母親

○7202|97○『ちなみに、このあとは和観ン家にも電話するつもりなのだ』
●7202|97●『ちなみに、このあとは和観ン家にも電話するつもりなのだ』

○7339|46○T舞人
●7339|46●T舞人

○7385|65○「それだけはやめてくれ」
●7385|65●「それだけはやめてくれ」

○7530|83○　あとで俺が八つ当たりされるに決まってる。
●7530|83●　あとで俺が八つ当たりされるに決まってる。

○7653|131○　和観さんも、伊達にこのかぶき女の旧友じゃないからな。情けは通じても理屈は通じない相手だ。
●7653|131●　和観さんも、伊達にこのかぶき女の旧友じゃないからな。情けは通じても理屈は通じない相手だ。

