○173|53○T_StartupDay
●173|53●T_StartupDay

○433|49○TCmn0706
●433|49●TCmn0706

○626|57○T_CreateSaveText
●626|57●T_CreateSaveText

○683|53○T_PrintParam
●683|53●T_PrintParam

○938|61○　大地が轟いていた。
●938|61●　大地が轟いていた。

○1039|119○　そびえたつ高層ビルディングは、まるで積木細工のようにあっけなく倒壊してゆく。
●1039|119●　そびえたつ高層ビルディングは、まるで積木細工のようにあっけなく倒壊してゆく。

○1198|93○　しょせん天に届かぬ人の子を嘲笑う、神の為すわざだ。
●1198|93●　しょせん天に届かぬ人の子を嘲笑う、神の為すわざだ。

○1331|107○　裂けた地表が、人類の叡智をいともたやすくその腹に呑みこんでゆく。
●1331|107●　裂けた地表が、人類の叡智をいともたやすくその腹に呑みこんでゆく。

○1478|81○　俺はひとり震える地球の上で哭いていた。
●1478|81●　俺はひとり震える地球の上で哭いていた。

○1701|54○TBGSP_02d.gpd
●1701|54●TBGSP_02d.gpd

○1864|46○T舞人
●1864|46●T舞人

○1910|101○「……という夢を見ていたのだが、おまえ、心当たりはないか？」
●1910|101●「……という夢を見ていたのだが、おまえ、心当たりはないか？」

○2051|46○T小町
●2051|46●T小町

○2156|59○「いえ、まったく」
●2156|59●「いえ、まったく」

○2295|93○　目覚めると、ベッドの淵で雪村が俺の肩を掴んでいた。
●2295|93●　目覚めると、ベッドの淵で雪村が俺の肩を掴んでいた。

○2587|46○T小町
●2587|46●T小町

○2692|75○「とりあえず、おはようございます」
●2692|75●「とりあえず、おはようございます」

○2847|99○　俺は布団の中で横たわったまま、天井を見上げてつぶやいた。
●2847|99●　俺は布団の中で横たわったまま、天井を見上げてつぶやいた。

○2986|46○T舞人
●2986|46●T舞人

○3032|97○「そうか……何者かに体を揺すぶられていた気もするんだが」
●3032|97●「そうか……何者かに体を揺すぶられていた気もするんだが」

○3278|46○T小町
●3278|46●T小町

○3383|135○「せんぱい、破滅願望でもあるんじゃないですか。あんまり厭世的に生きててもいいことありませんよ」
●3383|135●「せんぱい、破滅願望でもあるんじゃないですか。あんまり厭世的に生きててもいいことありませんよ」

○3558|46○T舞人
●3558|46●T舞人

○3604|95○「うーん……何者かに呼ばれつづけていた気もするんだが」
●3604|95●「うーん……何者かに呼ばれつづけていた気もするんだが」

○3848|46○T小町
●3848|46●T小町

○3953|167○「せんぱい、きっと心の底では人恋しいんですよ。誰かに必要としてもらいたいんですよ。人は誰もひとりでは生きていけないですからね」
●3953|167●「せんぱい、きっと心の底では人恋しいんですよ。誰かに必要としてもらいたいんですよ。人は誰もひとりでは生きていけないですからね」

○4160|46○T舞人
●4160|46●T舞人

○4206|103○「うーん……その声は俺を先輩と呼んでいたような気もするんだが」
●4206|103●「うーん……その声は俺を先輩と呼んでいたような気もするんだが」

○4458|46○T小町
●4458|46●T小町

○4563|193○「せんぱい、それはきっと神のお告げですよ。あなたを必要としているのはきっと年下の女の子です。よく考えてください、あなたの身近にそんな少女はいませんか？」
●4563|193●「せんぱい、それはきっと神のお告げですよ。あなたを必要としているのはきっと年下の女の子です。よく考えてください、あなたの身近にそんな少女はいませんか？」

○4796|46○T舞人
●4796|46●T舞人

○4842|67○「あー、青葉ちゃんかなぁ」
●4842|67●「あー、青葉ちゃんかなぁ」

○5058|46○T小町
●5058|46●T小町

○5163|53○「惜しい！」
●5163|53●「惜しい！」

○5256|46○T舞人
●5256|46●T舞人

○5302|73○「夢占いに惜しいもクソもあるか」
●5302|73●「夢占いに惜しいもクソもあるか」

○5524|46○T小町
●5524|46●T小町

○5629|85○「えー、ヒントです。その人は雪国の出身です」
●5629|85●「えー、ヒントです。その人は雪国の出身です」

○5754|46○T舞人
●5754|46●T舞人

○5800|55○「ナマハゲ？」
●5800|55●「ナマハゲ？」

○6004|46○T小町
●6004|46●T小町

○6109|101○「残念、髪型はちょっと似てるけど出刃包丁は振りまわしません」
●6109|101●「残念、髪型はちょっと似てるけど出刃包丁は振りまわしません」

○6418|61○「♪ぴろりろり～ん」
●6418|61●「♪ぴろりろり～ん」

○6687|151○「おっと、ここでスペシャルヒントの時間です。えー、その人の名前は『ゆきむらこま』で始まって『ち』で終わります」
●6687|151●「おっと、ここでスペシャルヒントの時間です。えー、その人の名前は『ゆきむらこま』で始まって『ち』で終わります」

○6937|113○「さあ、これはいいヒントが出ました。それでは桜井さん、お答えをどうぞっ」
