○173|53○T_StartupDay
●173|53●T_StartupDay

○2156|66○T『一人で帰る』⇒変化なし
●2156|66●T『一人で帰る』⇒変化なし

○2222|66○T『星崎と帰る』⇒希望＋１
●2222|66●T『星崎と帰る』⇒希望＋１

○3027|70○T『素直に礼を言う』⇒小町＋１
●3027|70●T『素直に礼を言う』⇒小町＋１

○3097|70○T『微妙に礼を言う』⇒変化なし
●3097|70●T『微妙に礼を言う』⇒変化なし

○3914|72○T『八重樫をからかう』⇒変化なし
●3914|72●T『八重樫をからかう』⇒変化なし

○3986|74○T『八重樫をはげます』⇒つばさ＋１
●3986|74●T『八重樫をはげます』⇒つばさ＋１

○4826|74○T『熱いエールをおくる』⇒変化なし
●4826|74●T『熱いエールをおくる』⇒変化なし

○4900|76○T『代わりに広げてやる』⇒こだま＋１
●4900|76●T『代わりに広げてやる』⇒こだま＋１

○5746|74○T『そろそろやめておく』⇒青葉＋１
●5746|74●T『そろそろやめておく』⇒青葉＋１

○5820|74○T『もっと意地悪をする』⇒変化なし
●5820|74●T『もっと意地悪をする』⇒変化なし

○7608|49○TCmn0624
●7608|49●TCmn0624

○7783|57○T_CreateSaveText
●7783|57●T_CreateSaveText

○7840|53○T_PrintParam
●7840|53●T_PrintParam

○7943|54○TBGSU_04g.gpd
●7943|54●TBGSU_04g.gpd

○8087|85○　朝の校門に次々と吸いこまれてゆく学生たち。
●8087|85●　朝の校門に次々と吸いこまれてゆく学生たち。

○8212|75○　しかし今日はなにか雰囲気が違う。
●8212|75●　しかし今日はなにか雰囲気が違う。

○8327|189○　なんだろう、胸に去来するこの隔絶感というか、取りのこされたようなうら寂しさは……俺と彼ら彼女らのあいだに、いったいなんの違いがあるというのだろう。
●8327|189●　なんだろう、胸に去来するこの隔絶感というか、取りのこされたようなうら寂しさは……俺と彼ら彼女らのあいだに、いったいなんの違いがあるというのだろう。

○8724|46○T山彦
●8724|46●T山彦

○8829|91○「よう舞人、どうしたんだ、そんなとこで突っ立って」
●8829|91●「よう舞人、どうしたんだ、そんなとこで突っ立って」

○8960|48○T麦兵衛
●8960|48●T麦兵衛

○9067|111○「相楽先輩、行きましょう。朝から小人にかかずらっている暇はありません」
●9067|111●「相楽先輩、行きましょう。朝から小人にかかずらっている暇はありません」

○9218|46○T舞人
●9218|46●T舞人

○9264|91○「なんだおまえら、にせハンサム二匹が雁首そろえて」
●9264|91●「なんだおまえら、にせハンサム二匹が雁首そろえて」

○9395|46○T山彦
●9395|46●T山彦

○9500|79○「ああ、さっきそこでバッタリ会ってな」
●9500|79●「ああ、さっきそこでバッタリ会ってな」

○9619|46○T舞人
●9619|46●T舞人

○9665|163○「ほう、出来るひとは違いますなあ牧島君。サッカー部期待のかみそりマックスは、凡人と一緒に朝練なんぞやってられませんってか」
●9665|163●「ほう、出来るひとは違いますなあ牧島君。サッカー部期待のかみそりマックスは、凡人と一緒に朝練なんぞやってられませんってか」

○9977|48○T麦兵衛
●9977|48●T麦兵衛

○10084|179○「フン……精進を放棄した人生の落伍者は、たやすくそのような戯れ言を口にする。一つの成功の陰には、数えきれぬほどの研鑚があるとも知らずにな」
●10084|179●「フン……精進を放棄した人生の落伍者は、たやすくそのような戯れ言を口にする。一つの成功の陰には、数えきれぬほどの研鑚があるとも知らずにな」

○10303|46○T山彦
●10303|46●T山彦

○10408|101○「いま足をくじいてて、ドクターストップかかってるんだってさ」
●10408|101●「いま足をくじいてて、ドクターストップかかってるんだってさ」

○10549|46○T舞人
●10549|46●T舞人

○10595|65○「はー、そりゃ災難だな」
●10595|65●「はー、そりゃ災難だな」

○10809|48○T麦兵衛
●10809|48●T麦兵衛

○10916|79○「やめろ。貴様の憐憫は最大級の屈辱だ」
●10916|79●「やめろ。貴様の憐憫は最大級の屈辱だ」

○11035|46○T舞人
●11035|46●T舞人

○11081|73○「んもう、照れ屋さんなんだから」
●11081|73●「んもう、照れ屋さんなんだから」

○11194|111○「そんなことより山彦、今日はなんだかやけにイギリス紳士が多くないか？」
●11194|111●「そんなことより山彦、今日はなんだかやけにイギリス紳士が多くないか？」

○11454|46○T山彦
●11454|46●T山彦

○11559|51○「はあ？」
●11559|51●「はあ？」

○11650|46○T舞人
●11650|46●T舞人

○11696|107○「周りを見てみろ。ほら、ステッキ持ってるやつが結構いるじゃないか」
●11696|107●「周りを見てみろ。ほら、ステッキ持ってるやつが結構いるじゃないか」

