○173|53○T_StartupDay
●173|53●T_StartupDay

○494|68○T『遊んでやろう』⇒小町＋１
●494|68●T『遊んでやろう』⇒小町＋１

○562|68○T『ひとりで遊べ』⇒変化なし
●562|68●T『ひとりで遊べ』⇒変化なし

○2065|49○TCmn0811
●2065|49●TCmn0811

○2242|57○T_CreateSaveText
●2242|57●T_CreateSaveText

○2299|53○T_PrintParam
●2299|53●T_PrintParam

○2402|54○TBGSU_06a.gpd
●2402|54●TBGSU_06a.gpd

○2546|73○　第九回目の補習授業が終了した。
●2546|73●　第九回目の補習授業が終了した。

○2659|125○　ここ最近は、なんとなくいい感じだ。自分でも、日に日に学力の上がっていく実感がある。
●2659|125●　ここ最近は、なんとなくいい感じだ。自分でも、日に日に学力の上がっていく実感がある。

○2824|191○　上がっていくというか、桜学の受験前に詰めこんだ内容をひとつずつ思いだしていく感覚。どうやら、遠回りでも基礎からやり直してるのが効を奏してるみたいだ。
●2824|191●　上がっていくというか、桜学の受験前に詰めこんだ内容をひとつずつ思いだしていく感覚。どうやら、遠回りでも基礎からやり直してるのが効を奏してるみたいだ。

○3055|46○T舞人
●3055|46●T舞人

○3101|57○「さて、と……」
●3101|57●「さて、と……」

○3238|95○　俺は立ちあがり、内ポケットから携帯電話を取りだした。
●3238|95●　俺は立ちあがり、内ポケットから携帯電話を取りだした。

○3373|111○　ディスプレイに着信ありの表示。講義中に誰かが電話をかけてきたようだ。
●3373|111●　ディスプレイに着信ありの表示。講義中に誰かが電話をかけてきたようだ。

○3524|179○　私立桜坂学園では、いちおう携帯電話の所持が禁じられている。守っていない学生も多いが、やはり授業中は着信音を消しておかなかければならない。
●3524|179●　私立桜坂学園では、いちおう携帯電話の所持が禁じられている。守っていない学生も多いが、やはり授業中は着信音を消しておかなかければならない。

○3743|105○　俺はボタンを操作して発信者を調べる。相手は……相楽山彦だった。
●3743|105●　俺はボタンを操作して発信者を調べる。相手は……相楽山彦だった。

○3888|107○　なんの用だ？　俺は教師が帰ったあとの教室で、通話ボタンを押した。
●3888|107●　なんの用だ？　俺は教師が帰ったあとの教室で、通話ボタンを押した。

○4035|46○T山彦
●4035|46●T山彦

○4140|89○『おう、舞人か。悪りぃ、講義中だったみたいだな』
●4140|89●『おう、舞人か。悪りぃ、講義中だったみたいだな』

○4309|83○　山彦はワンコールですぐ電話口に出てきた。
●4309|83●　山彦はワンコールですぐ電話口に出てきた。

○4432|46○T舞人
●4432|46●T舞人

○4478|77○「ふふん、今回はやると言っただろう」
●4478|77●「ふふん、今回はやると言っただろう」

○4595|46○T山彦
●4595|46●T山彦

○4700|87○『いや、てっきり三日ももたないんじゃないかと』
●4700|87●『いや、てっきり三日ももたないんじゃないかと』

○4827|46○T舞人
●4827|46●T舞人

○4873|197○「我ながら驚いてはいる。だが教科書の一行一行が面白いように染みわたってくるあたり、俺は本来インテリゲンチュアだったのやもしれん。ひとは見かけによるものだな」
●4873|197●「我ながら驚いてはいる。だが教科書の一行一行が面白いように染みわたってくるあたり、俺は本来インテリゲンチュアだったのやもしれん。ひとは見かけによるものだな」

○5110|175○「もしこのペースで学を身に付けていけば、二学期にはクラス一、三学期には学年一、卒業するころにはノーベル物理学賞を戴いているに違いない」
●5110|175●「もしこのペースで学を身に付けていけば、二学期にはクラス一、三学期には学年一、卒業するころにはノーベル物理学賞を戴いているに違いない」

○5325|46○T山彦
●5325|46●T山彦

○5430|51○『そうか』
●5430|51●『そうか』

○5580|113○『ところでおまえ、補習って月水金だったよな。日曜日、ちょっと付きあえよ』
●5580|113●『ところでおまえ、補習って月水金だったよな。日曜日、ちょっと付きあえよ』

○5733|46○T舞人
●5733|46●T舞人

○5779|159○「ああ、桜坂博物館か？　いまちょうど古代の地質フェアをやってる最中だからな、俺も近いうちに行こうと思っていたところだ」
●5779|159●「ああ、桜坂博物館か？　いまちょうど古代の地質フェアをやってる最中だからな、俺も近いうちに行こうと思っていたところだ」

○5978|46○T山彦
●5978|46●T山彦

○6083|121○『無理して知識人ぶるなよ。そんなんじゃなくてさ、息抜きにパーッと海でも行こうぜ』
●6083|121●『無理して知識人ぶるなよ。そんなんじゃなくてさ、息抜きにパーッと海でも行こうぜ』

○6244|46○T舞人
●6244|46●T舞人

○6290|53○「なにぃ？」
●6290|53●「なにぃ？」

○6383|46○T山彦
●6383|46●T山彦

