○158|53○T_StartupDay
●158|53●T_StartupDay

○348|96○T『山彦と喫茶店に行く』⇒つばさ＋１、つばさフラグ３Ｏｎ
●348|96●T『山彦と喫茶店に行く』⇒つばさ＋１、つばさフラグ３Ｏｎ

○444|74○T『一人で他の所へ行く』⇒変化なし
●444|74●T『一人で他の所へ行く』⇒変化なし

○1334|76○T『さくら通りへ飛びだす』⇒小町＋１
●1334|76●T『さくら通りへ飛びだす』⇒小町＋１

○1410|74○T『さくら荘へ飛びだす』⇒青葉＋１
●1410|74●T『さくら荘へ飛びだす』⇒青葉＋１

○2118|49○TCmn0424
●2118|49●TCmn0424

○2317|57○T_CreateSaveText
●2317|57●T_CreateSaveText

○2374|53○T_PrintParam
●2374|53●T_PrintParam

○2524|67○♪ちゃらら～　ら～ら～ら～
●2524|67●♪ちゃらら～　ら～ら～ら～

○2631|63○　らららら　　ら～……
●2631|63●　らららら　　ら～……

○2734|63○　けたたましい電子音。
●2734|63●　けたたましい電子音。

○2837|111○　開くことを拒むまぶたの裏に、しかし日曜日の太陽は容赦なく照りつける。
●2837|111●　開くことを拒むまぶたの裏に、しかし日曜日の太陽は容赦なく照りつける。

○2988|46○T舞人
●2988|46●T舞人

○3034|93○「ううう、射しだされる導きが瞳の奥で揺れるなぁ……」
●3034|93●「ううう、射しだされる導きが瞳の奥で揺れるなぁ……」

○3207|153○　俺は眩しさに目を閉ざしたまま、枕元で生後まもない仔鹿のようにぶるぶる振動している騒音発生器を手探りでつかんだ。
●3207|153●　俺は眩しさに目を閉ざしたまま、枕元で生後まもない仔鹿のようにぶるぶる振動している騒音発生器を手探りでつかんだ。

○3440|46○T舞人
●3440|46●T舞人

○3486|71○「ふぁ、ふぁい、もひもひ……」
●3486|71●「ふぁ、ふぁい、もひもひ……」

○3597|101○「おかけになったハンサムは、ただいま留守にしておりまふ……」
●3597|101●「おかけになったハンサムは、ただいま留守にしておりまふ……」

○3738|44○T声
●3738|44●T声

○3841|99○『バカ言ってねーで、早く目ェ覚ませよ。もう一時過ぎてるぞ』
●3841|99●『バカ言ってねーで、早く目ェ覚ませよ。もう一時過ぎてるぞ』

○4020|61○　電話の主は山彦だ。
●4020|61●　電話の主は山彦だ。

○4121|71○　なに、もうそんな時間か……。
●4121|71●　なに、もうそんな時間か……。

○4232|177○　山彦自体はどうでもよろしいが、現在の時刻を聞かされて俺は起床することにした。さすがに午後まで潰して休日を無駄に過ごすのも勿体ない話だ。
●4232|177●　山彦自体はどうでもよろしいが、現在の時刻を聞かされて俺は起床することにした。さすがに午後まで潰して休日を無駄に過ごすのも勿体ない話だ。

○4629|46○T舞人
●4629|46●T舞人

○4675|73○「ぐわあああ！　ま、眩しいっ！」
●4675|73●「ぐわあああ！　ま、眩しいっ！」

○4788|157○「な、なんだこの光は！　敵の新兵器かっ？や、やめろジェントル星人、俺をこれ以上イギリス紳士にしてどうするつもりだ！」
●4788|157●「な、なんだこの光は！　敵の新兵器かっ？や、やめろジェントル星人、俺をこれ以上イギリス紳士にしてどうするつもりだ！」

○4985|46○T山彦
●4985|46●T山彦

○5090|91○『目を開けただけで、いちいち騒がしいやつだな……』
●5090|91●『目を開けただけで、いちいち騒がしいやつだな……』

○5221|54○TBGSP_02a.gpd
●5221|54●TBGSP_02a.gpd

○5375|46○T舞人
●5375|46●T舞人

○5421|73○「で、なんの用だジェントル星人」
●5421|73●「で、なんの用だジェントル星人」

○5754|57○T_CreateSaveText
●5754|57●T_CreateSaveText

○5811|53○T_PrintParam
●5811|53●T_PrintParam

○5864|46○T舞人
●5864|46●T舞人

○5910|73○「んー、なんか面倒くさくなった」
●5910|73●「んー、なんか面倒くさくなった」

○6063|119○　あのときは面白そうな企画に思えたが、いま冷静になってみるとその好奇心も薄い。
●6063|119●　あのときは面白そうな企画に思えたが、いま冷静になってみるとその好奇心も薄い。

○6222|153○　八重樫だって、他人に知られたくないから内密にしているのだろう。だったら行かないでおいてやるのが友情ってもんだ。
●6222|153●　八重樫だって、他人に知られたくないから内密にしているのだろう。だったら行かないでおいてやるのが友情ってもんだ。

○6415|107○　我が国では、プライバシーを保護される権利が等しく全員にあるのだ。
●6415|107●　我が国では、プライバシーを保護される権利が等しく全員にあるのだ。

○6562|119○　などということが急に悟れたのは、やっぱりこの拭いきれない眠気のせいだろうか。
●6562|119●　などということが急に悟れたのは、やっぱりこの拭いきれない眠気のせいだろうか。

○6721|46○T舞人
●6721|46●T舞人

○6767|73○「あー、悪い、また今度にしよう」
●6767|73●「あー、悪い、また今度にしよう」

○6880|46○T山彦
●6880|46●T山彦

○6985|57○『なんだそりゃ』
●6985|57●『なんだそりゃ』

○7141|119○『まあいいや。じゃあ俺、これから軽音部の連中と合流するけど、おまえも来るか？』
●7141|119●『まあいいや。じゃあ俺、これから軽音部の連中と合流するけど、おまえも来るか？』

○7300|46○T舞人
●7300|46●T舞人

○7346|69○「いや、それも遠慮しておく」
●7346|69●「いや、それも遠慮しておく」

○7495|153○　俺は見かけどおりシャイな男の子だから、知らないやつらの中に混じってもモジモジしちゃって口を開けないのがオチだ。
●7495|153●　俺は見かけどおりシャイな男の子だから、知らないやつらの中に混じってもモジモジしちゃって口を開けないのがオチだ。

○7688|46○T山彦
●7688|46●T山彦

○7793|75○『んー、じゃあまた明日、教室でな』
●7793|75●『んー、じゃあまた明日、教室でな』

○7908|46○T舞人
●7908|46●T舞人

○7954|85○「ああ、もし貴様に明日という日があるならば」
●7954|85●「ああ、もし貴様に明日という日があるならば」

○8119|77○　俺は適当な返事をして電話を切った。
●8119|77●　俺は適当な返事をして電話を切った。

○8458|57○T_CreateSaveText
●8458|57●T_CreateSaveText

○8515|53○T_PrintParam
●8515|53●T_PrintParam

○8568|46○T山彦
●8568|46●T山彦

○8673|97○『あのさ、悪いんだけど、ちょっと知恵を貸してくれないか』
●8673|97●『あのさ、悪いんだけど、ちょっと知恵を貸してくれないか』

○8810|46○T舞人
●8810|46●T舞人

