○173|53○T_StartupDay
●173|53●T_StartupDay

○281|82○T『多少ある』⇒小町＋１、希望フラグ６Ｏｎ
●281|82●T『多少ある』⇒小町＋１、希望フラグ６Ｏｎ

○363|64○T『問題ない』⇒変化なし
●363|64●T『問題ない』⇒変化なし

○1492|49○TCmn0622
●1492|49●TCmn0622

○1657|57○T_CreateSaveText
●1657|57●T_CreateSaveText

○1714|53○T_PrintParam
●1714|53●T_PrintParam

○1817|54○TBGSP_02a.gpd
●1817|54●TBGSP_02a.gpd

○1961|121○　その朝目覚めてみると、強健で知られる俺の体が、不幸な突発イベントに見舞われた。
●1961|121●　その朝目覚めてみると、強健で知られる俺の体が、不幸な突発イベントに見舞われた。

○2122|46○T舞人
●2122|46●T舞人

○2168|55○「あれ……？」
●2168|55●「あれ……？」

○2363|97○　布団をよけて立ちあがると、ゆるやかな眩暈が俺を襲った。
●2363|97●　布団をよけて立ちあがると、ゆるやかな眩暈が俺を襲った。

○2560|46○T舞人
●2560|46●T舞人

○2606|67○「む……これはもしや……」
●2606|67●「む……これはもしや……」

○2713|71○「……体調不良というやつか？」
●2713|71●「……体調不良というやつか？」

○2864|143○　健康優良児の桜井君ともあろう者が珍しい。ゆうべシゲさんとこで冷房に当たりすぎたのが祟ったんだろうか。
●2864|143●　健康優良児の桜井君ともあろう者が珍しい。ゆうべシゲさんとこで冷房に当たりすぎたのが祟ったんだろうか。

○3047|179○　なんにせよこいつは一大事だ。馬鹿は風邪を引かないという古来よりの伝承に信憑性があるとすれば、なんと、俺は頭脳明晰だったということになる。
●3047|179●　なんにせよこいつは一大事だ。馬鹿は風邪を引かないという古来よりの伝承に信憑性があるとすれば、なんと、俺は頭脳明晰だったということになる。

○3266|105○　うかうかしていられないぞ。よーし、さっそく山彦に自慢するぞう！
●3266|105●　うかうかしていられないぞ。よーし、さっそく山彦に自慢するぞう！

○3516|54○TBGSU_18a.gpd
●3516|54●TBGSU_18a.gpd

○3729|46○T小町
●3729|46●T小町

○3834|67○「大丈夫ですか、せんぱい」
●3834|67●「大丈夫ですか、せんぱい」

○3941|46○T舞人
●3941|46●T舞人

○3987|51○「何がだ」
●3987|51●「何がだ」

○4078|46○T小町
●4078|46●T小町

○4183|65○「……顔色、悪いですよ」
●4183|65●「……顔色、悪いですよ」

○4288|46○T舞人
●4288|46●T舞人

○4334|115○「おお、そんな兆候まで現れているのか。ふふふ、こいつはいよいよ本格的だな」
●4334|115●「おお、そんな兆候まで現れているのか。ふふふ、こいつはいよいよ本格的だな」

○4598|46○T小町
●4598|46●T小町

○4703|81○「や、やっぱり具合がよくないんですか！」
●4703|81●「や、やっぱり具合がよくないんですか！」

○4973|81○　なにを泣きそうになってるんだ、こいつ。
●4973|81●　なにを泣きそうになってるんだ、こいつ。

○5144|46○T舞人
●5144|46●T舞人

○5190|65○「大丈夫だ、心配するな」
●5190|65●「大丈夫だ、心配するな」

○5345|105○「ははは、一度言ってみたかったんだよな、こういう病人っぽい台詞」
●5345|105●「ははは、一度言ってみたかったんだよな、こういう病人っぽい台詞」

○5599|46○T小町
●5599|46●T小町

○5704|87○「先輩、馬鹿なこと言ってる場合じゃないべさ！」
●5704|87●「先輩、馬鹿なこと言ってる場合じゃないべさ！」

○5871|61○　怒られてしまった。
●5871|61●　怒られてしまった。

○5972|46○T舞人
●5972|46●T舞人

○6018|135○「……仕方ないだろ、あんまり経験ないから、どの程度が大丈夫のボーダーラインか分からないんだよ」
●6018|135●「……仕方ないだろ、あんまり経験ないから、どの程度が大丈夫のボーダーラインか分からないんだよ」

○6302|46○T小町
●6302|46●T小町

○6407|55○「熱っぽい？」
●6407|55●「熱っぽい？」

○6502|46○T舞人
●6502|46●T舞人

○6548|65○「分からないんだってば」
●6548|65●「分からないんだってば」

○6653|113○「分からないけど、たぶん平気だ。そんな葬式用の顔をするな、縁起でもない」
●6653|113●「分からないけど、たぶん平気だ。そんな葬式用の顔をするな、縁起でもない」

○6915|46○T小町
●6915|46●T小町

○7020|53○「でも……」
●7020|53●「でも……」

○7172|73○「あの、眩暈とか吐き気は……？」
●7172|73●「あの、眩暈とか吐き気は……？」

○7325|87○　辛気臭いカオするなってのに……心配性なやつ。
●7325|87●　辛気臭いカオするなってのに……心配性なやつ。

○7452|81○　うーん、どうだろう、眩暈とか吐き気ねぇ
