○158|53○T_StartupDay
●158|53●T_StartupDay

○251|84○T『より大人っぽくなりましたね』⇒こだま＋１
●251|84●T『より大人っぽくなりましたね』⇒こだま＋１

○335|82○T『より子供っぽくなりましたね』⇒変化なし
●335|82●T『より子供っぽくなりましたね』⇒変化なし

○1311|49○TCmn0601
●1311|49●TCmn0601

○1512|57○T_CreateSaveText
●1512|57●T_CreateSaveText

○1569|53○T_PrintParam
●1569|53●T_PrintParam

○1672|54○TBGSU_18a.gpd
●1672|54●TBGSU_18a.gpd

○1835|46○T舞人
●1835|46●T舞人

○1881|57○「ふぁ～あ……」
●1881|57●「ふぁ～あ……」

○1978|67○「俺……やっぱりさぁ……」
●1978|67●「俺……やっぱりさぁ……」

○2085|46○T青葉
●2085|46●T青葉

○2190|53○「うん……」
●2190|53●「うん……」

○2283|46○T舞人
●2283|46●T舞人

○2329|81○「家電製品で……いちばんカッコいいのって
●2329|81●「家電製品で……いちばんカッコいいのって

○2450|75○……掃除機だと思うんだよねぇ……」
●2450|75●……掃除機だと思うんだよねぇ……」

○2565|46○T青葉
●2565|46●T青葉

○2670|53○「うん……」
●2670|53●「うん……」

○2822|93○「そうだね……ちょっぴり火炎放射器っぽいもんね……」
●2822|93●「そうだね……ちょっぴり火炎放射器っぽいもんね……」

○2955|46○T舞人
●2955|46●T舞人

○3001|101○「じゃあさぁ……いちばん癒し系なのは……なんだろうねぇ……」
●3001|101●「じゃあさぁ……いちばん癒し系なのは……なんだろうねぇ……」

○3142|46○T青葉
●3142|46●T青葉

○3247|53○「うん……」
●3247|53●「うん……」

○3399|101○「食器洗い機かなぁ……ちょっぴり小川のせせらぎっぽいし……」
●3399|101●「食器洗い機かなぁ……ちょっぴり小川のせせらぎっぽいし……」

○3540|46○T舞人
●3540|46●T舞人

○3586|107○「そうだねぇ……たしかにあれは……ヒーリングムード満点だねぇ……」
●3586|107●「そうだねぇ……たしかにあれは……ヒーリングムード満点だねぇ……」

○3733|46○T青葉
●3733|46●T青葉

○3838|75○「うん……たぶん……そうだよ……」
●3838|75●「うん……たぶん……そうだよ……」

○3993|57○　気だるい登校。
●3993|57●　気だるい登校。

○4090|63○　重く無気力な足取り。
●4090|63●　重く無気力な足取り。

○4193|167○　油断すると襲いくる眠気を退かせるためだけに、俺と青葉ちゃんは生産性のかけらもない会話を、義務感のようにだらだらと続けていた。
●4193|167●　油断すると襲いくる眠気を退かせるためだけに、俺と青葉ちゃんは生産性のかけらもない会話を、義務感のようにだらだらと続けていた。

○4400|46○T舞人
●4400|46●T舞人

○4446|67○「俺……やっぱりさぁ……」
●4446|67●「俺……やっぱりさぁ……」

○4553|115○「アルファベットの中でいちばんアタマ悪いのは……Ｑだと思うんだよねぇ……」
●4553|115●「アルファベットの中でいちばんアタマ悪いのは……Ｑだと思うんだよねぇ……」

○4708|46○T青葉
●4708|46●T青葉

○4813|53○「うん……」
●4813|53●「うん……」

○4965|81○「Ｑだね……あの子は勉強しなそうだもんね
●4965|81●「Ｑだね……あの子は勉強しなそうだもんね

○5086|47○……」
●5086|47●……」

○5173|46○T舞人
●5173|46●T舞人

○5219|59○「じゃあさぁ……」
●5219|59●「じゃあさぁ……」

○5318|73○「二番目は……誰だと思う……？」
●5318|73●「二番目は……誰だと思う……？」

○5431|46○T青葉
●5431|46●T青葉

○5536|53○「うん……」
●5536|53●「うん……」

○5688|61○「Ｐ……かなぁ……」
●5688|61●「Ｐ……かなぁ……」

○5789|46○T舞人
●5789|46●T舞人

○5835|67○「そうかぁ……Ｐかぁ……」
●5835|67●「そうかぁ……Ｐかぁ……」

○5942|103○「たしかに……あいつは参考書とか買ったことなさそうだねぇ……」
●5942|103●「たしかに……あいつは参考書とか買ったことなさそうだねぇ……」

○6085|46○T青葉
●6085|46●T青葉

○6190|65○「あと……Ｘとかね……」
●6190|65●「あと……Ｘとかね……」

○6295|46○T舞人
●6295|46●T舞人

○6341|95○「そうかなぁ……彼は理系の大学出てそうだけどなぁ……」
●6341|95●「そうかなぁ……彼は理系の大学出てそうだけどなぁ……」

○6476|46○T青葉
●6476|46●T青葉

○6581|79○「うん……そういえば……そうだね……」
●6581|79●「うん……そういえば……そうだね……」

○6759|67○「ごめんね……Ｘさん……」
●6759|67●「ごめんね……Ｘさん……」

○7011|54○TBGSU_04f.gpd
●7011|54●TBGSU_04f.gpd

○7115|46○T舞人
●7115|46●T舞人

○7161|59○「ふぁ～あ～……」
●7161|59●「ふぁ～あ～……」

○7300|145○　けっきょく睡眠欲がもたらす頽廃的な気分を払拭できないまま、俺は学び舎までそれを持ちこしてきてしまった。
●7300|145●　けっきょく睡眠欲がもたらす頽廃的な気分を払拭できないまま、俺は学び舎までそれを持ちこしてきてしまった。

○7485|103○　一日の初めがこうだと、最後まで引きずる心配があるんだよなぁ。
●7485|103●　一日の初めがこうだと、最後まで引きずる心配があるんだよなぁ。

○7628|115○　こう、誰かテンションの高いやつに、ムキムキパワーを分けてもらえないかな。
●7628|115●　こう、誰かテンションの高いやつに、ムキムキパワーを分けてもらえないかな。

○7783|91○　テンションの高いやつ、テンションの高いやつ……。
●7783|91●　テンションの高いやつ、テンションの高いやつ……。

○8063|53○　あ、いた。
●8063|53●　あ、いた。

○8156|46○T舞人
●8156|46●T舞人

○8202|71○「おお～い、そこの低俗女ぁ～」
●8202|71●「おお～い、そこの低俗女ぁ～」

○8313|48○Tつばさ
●8313|48●Tつばさ

○8361|53○「…………」
●8361|53●「…………」

○8494|83○　あれ、今日は珍しくテンション低そうだな。
●8494|83●　あれ、今日は珍しくテンション低そうだな。

○8617|87○　いや、元々こいつはムラっ気の強い芸人だった。
●8617|87●　いや、元々こいつはムラっ気の強い芸人だった。

○8744|135○　しょうがない、こっちからうまくのせてやるか。まったく、元気が欲しいのはこっちだってのに……。
●8744|135●　しょうがない、こっちからうまくのせてやるか。まったく、元気が欲しいのはこっちだってのに……。

○8919|46○T舞人
●8919|46●T舞人

