○158|53○T_StartupDay
●158|53●T_StartupDay

○251|86○T『誘いを受ける』⇒青葉＋１、青葉フラグ１Ｏｎ
●251|86●T『誘いを受ける』⇒青葉＋１、青葉フラグ１Ｏｎ

○337|66○T『誘いを断る』⇒変化なし
●337|66●T『誘いを断る』⇒変化なし

○1182|68○T『待ってやるぞ』⇒小町＋１
●1182|68●T『待ってやるぞ』⇒小町＋１

○1250|68○T『待ってやらん』⇒変化なし
●1250|68●T『待ってやらん』⇒変化なし

○1827|72○T『山彦が選んだから』⇒変化なし
●1827|72●T『山彦が選んだから』⇒変化なし

○1899|76○T『八重樫が選んだから』⇒つばさ＋１
●1899|76●T『八重樫が選んだから』⇒つばさ＋１

○2821|88○T『日曜日はヒマだ』⇒希望＋２、希望フラグ２Ｏｎ
●2821|88●T『日曜日はヒマだ』⇒希望＋２、希望フラグ２Ｏｎ

○2909|70○T『日曜日は忙しい』⇒変換なし
●2909|70●T『日曜日は忙しい』⇒変換なし

○3522|49○TCmn0413
●3522|49●TCmn0413

○3687|57○T_CreateSaveText
●3687|57●T_CreateSaveText

○3744|53○T_PrintParam
●3744|53●T_PrintParam

○3797|54○TBGSP_02a.gpd
●3797|54●TBGSP_02a.gpd

○3991|47○　朝。
●3991|47●　朝。

○4078|87○　珍しく俺は、いつもより少し早く目を覚ました。
●4078|87●　珍しく俺は、いつもより少し早く目を覚ました。

○4205|119○　水道水を浴びるようにして顔を洗うと、多少の気だるさもすっかり消えてなくなる。
●4205|119●　水道水を浴びるようにして顔を洗うと、多少の気だるさもすっかり消えてなくなる。

○4364|139○　テレビの前にうち捨てられたゲーム機を片付けるとき、ふとさくら荘の新しい住人のことが頭をよぎった。
●4364|139●　テレビの前にうち捨てられたゲーム機を片付けるとき、ふとさくら荘の新しい住人のことが頭をよぎった。

○4543|46○T舞人
●4543|46●T舞人

○4589|63○「まさか、あいつ……」
●4589|63●「まさか、あいつ……」

○4692|83○「朝っぱらから襲撃に来たりしないよな……」
●4692|83●「朝っぱらから襲撃に来たりしないよな……」

○4855|81○　俺はぼんやり天井を見上げてつぶやいた。
●4855|81●　俺はぼんやり天井を見上げてつぶやいた。

○4976|46○T舞人
●4976|46●T舞人

○5022|71○「……別にどっちでもいいけど」
●5022|71●「……別にどっちでもいいけど」

○5173|103○　そして立ちあがり、朝食をこしらえようと冷蔵庫の中を覗きこむ。
●5173|103●　そして立ちあがり、朝食をこしらえようと冷蔵庫の中を覗きこむ。

○5316|55○　マーガリン。
●5316|55●　マーガリン。

○5411|51○　豆板醤。
●5411|51●　豆板醤。

○5502|57○　干からびた葱。
●5502|57●　干からびた葱。

○5599|77○　ペットボトルのミネラルウォーター。
●5599|77●　ペットボトルのミネラルウォーター。

○5716|55○　練りワサビ。
●5716|55●　練りワサビ。

○5811|51○　防臭剤。
●5811|51●　防臭剤。

○5902|49○　目薬。
●5902|49●　目薬。

○5991|57○　…………以上。
●5991|57●　…………以上。

○6088|46○T舞人
●6088|46●T舞人

○6134|53○「…………」
●6134|53●「…………」

○6267|95○　高級飯店ばりの豊富な貯蔵量に、我ながら惚れ惚れする。
●6267|95●　高級飯店ばりの豊富な貯蔵量に、我ながら惚れ惚れする。

○6402|159○　野菜室の底で眠っていた、このビニール袋に入ったゲル状の緑っぽい物体は、かつてキュウリの名で呼ばれていた食物だろうか。
●6402|159●　野菜室の底で眠っていた、このビニール袋に入ったゲル状の緑っぽい物体は、かつてキュウリの名で呼ばれていた食物だろうか。

○6601|46○T舞人
●6601|46●T舞人

○6647|77○「……カップラーメンならあったかな」
●6647|77●「……カップラーメンならあったかな」

○6804|95○　今朝は粗食にしようと思いたち、俺はそっと扉を閉めた。
●6804|95●　今朝は粗食にしようと思いたち、俺はそっと扉を閉めた。

○7036|83○　そのとき俺を襲った、ドアを叩くにぶい音。
●7036|83●　そのとき俺を襲った、ドアを叩くにぶい音。

○7159|57○　ま、まさか……
●7159|57●　ま、まさか……

○7256|47○雪村？
●7256|47●雪村？

○7343|44○T声
●7343|44●T声

○7446|71○「おにいちゃん？　起きてる？」
●7446|71●「おにいちゃん？　起きてる？」

○7597|109○　俺が身を震わせて縮こまっていると、ドア越しに伺う小さな声が続いた。
●7597|109●　俺が身を震わせて縮こまっていると、ドア越しに伺う小さな声が続いた。

○7746|69○　……なんだ、青葉ちゃんか。
●7746|69●　……なんだ、青葉ちゃんか。

○7855|46○T舞人
●7855|46●T舞人

○7901|75○「ん。起きてるよ、ちょっと待って」
●7901|75●「ん。起きてるよ、ちょっと待って」

○8056|54○TBGSP_03a.gpd
●8056|54●TBGSP_03a.gpd

○8319|46○T青葉
●8319|46●T青葉

○8424|67○「おはよー、おにいちゃん」
●8424|67●「おはよー、おにいちゃん」

○8699|95○「起きてるんだったら今日は来る必要なかったね、えへへ」
●8699|95●「起きてるんだったら今日は来る必要なかったね、えへへ」

○8874|71○　ばつが悪そうにはにかむ少女。
●8874|71●　ばつが悪そうにはにかむ少女。

○8985|133○　俺もそう毎日ショットガン通学してるわけじゃないんだけど、心配してくれる気持ちはありがたい。
●8985|133●　俺もそう毎日ショットガン通学してるわけじゃないんだけど、心配してくれる気持ちはありがたい。

○9267|46○T青葉
●9267|46●T青葉

○9372|101○「それじゃおにいちゃん、今日はもうごはん食べちゃったかな？」
●9372|101●「それじゃおにいちゃん、今日はもうごはん食べちゃったかな？」

○9513|46○T舞人
●9513|46●T舞人

○9559|67○「いや、今からだけど……」
●9559|67●「いや、今からだけど……」

○9666|91○「そうそう、青葉ちゃんならいいアイディアないかな」
●9666|91●「そうそう、青葉ちゃんならいいアイディアないかな」

○9797|145○「なんていうか、あっさりしてるんだけど腹にしっかりたまる、みたいな高級飯店ばりの朝食を作りたいんだけど」
●9797|145●「なんていうか、あっさりしてるんだけど腹にしっかりたまる、みたいな高級飯店ばりの朝食を作りたいんだけど」

