○173|53○T_StartupDay
●173|53●T_StartupDay

○475|74○T『森家のドアをたたく』⇒青葉＋１
●475|74●T『森家のドアをたたく』⇒青葉＋１

○549|74○T『森家のドアを素通り』⇒変化なし
●549|74●T『森家のドアを素通り』⇒変化なし

○1937|76○T『がんばって読みます』⇒こだま＋１
●1937|76●T『がんばって読みます』⇒こだま＋１

○2013|74○T『俺には難しすぎます』⇒変化なし
●2013|74●T『俺には難しすぎます』⇒変化なし

○2880|49○TCmn0630
●2880|49●TCmn0630

○3073|57○T_CreateSaveText
●3073|57●T_CreateSaveText

○3130|53○T_PrintParam
●3130|53●T_PrintParam

○3457|44○T声
●3457|44●T声

○3560|57○「せーんぱいっ」
●3560|57●「せーんぱいっ」

○3697|53○　…………。
●3697|53●　…………。

○3790|53○　……んん？
●3790|53●　……んん？

○3883|44○T声
●3883|44●T声

○3986|105○「せんぱい、おはようございます。雪村小町、お迎えにあがりました」
●3986|105●「せんぱい、おはようございます。雪村小町、お迎えにあがりました」

○4171|109○　ああ？　雪村？　なんだ、あいつ、最近よく来るな。そんなに暇なのか。
●4171|109●　ああ？　雪村？　なんだ、あいつ、最近よく来るな。そんなに暇なのか。

○4320|46○T舞人
●4320|46●T舞人

○4366|67○「先に行っててくれ、暇人」
●4366|67●「先に行っててくれ、暇人」

○4473|44○T声
●4473|44●T声

○4576|99○「せんぱい？　どうしたんですか？　具合でも悪いんですか？」
●4576|99●「せんぱい？　どうしたんですか？　具合でも悪いんですか？」

○4715|46○T舞人
●4715|46●T舞人

○4761|57○「かもしれない」
●4761|57●「かもしれない」

○4858|44○T声
●4858|44●T声

○4961|105○「ちょ、ちょっと、大丈夫ですかせんぱい！　あ、開けてください！」
●4961|105●「ちょ、ちょっと、大丈夫ですかせんぱい！　あ、開けてください！」

○5203|91○　あああ、うるさいなぁもう、安眠妨害はなはだしい。
●5203|91●　あああ、うるさいなぁもう、安眠妨害はなはだしい。

○5334|46○T舞人
●5334|46●T舞人

○5380|69○「開いてるから勝手に入れっ」
●5380|69●「開いてるから勝手に入れっ」

○5546|46○T小町
●5546|46●T小町

○5651|75○「……あ、本当だ。お邪魔しまーす」
●5651|75●「……あ、本当だ。お邪魔しまーす」

○5766|54○TBGSP_02d.gpd
●5766|54●TBGSP_02d.gpd

○5979|46○T舞人
●5979|46●T舞人

○6025|87○「おまえらみたいのが来るから開けてあるんだよ」
●6025|87●「おまえらみたいのが来るから開けてあるんだよ」

○6261|46○T小町
●6261|46●T小町

○6366|157○「開けてあるんだよーじゃないですよ、せんぱい。無用心じゃないですか、いくらこの部屋にろくなものがないって言ったって」
●6366|157●「開けてあるんだよーじゃないですよ、せんぱい。無用心じゃないですか、いくらこの部屋にろくなものがないって言ったって」

○6563|46○T舞人
●6563|46●T舞人

○6609|65○「言ったかそんなこと？」
●6609|65●「言ったかそんなこと？」

○6714|46○T小町
●6714|46●T小町

○6819|67○「いいから起きてください」
●6819|67●「いいから起きてください」

○6966|81○　雪村の豪腕によって、布団がふっとんだ。
●6966|81●　雪村の豪腕によって、布団がふっとんだ。

○7087|46○T舞人
●7087|46●T舞人

○7133|61○「な、なにをするっ」
●7133|61●「な、なにをするっ」

○7234|149○「ああ、むごい……病人に対してなんたる仕打ちだ。ぶるぶるぶる。恐怖と寒さにそのか弱い身を震わせる僕であった」
●7234|149●「ああ、むごい……病人に対してなんたる仕打ちだ。ぶるぶるぶる。恐怖と寒さにそのか弱い身を震わせる僕であった」

○7532|46○T小町
●7532|46●T小町

○7637|133○「申しわけないんですけど、とても病人とは思えないテンションですね。本当に具合悪いんですか？」
●7637|133●「申しわけないんですけど、とても病人とは思えないテンションですね。本当に具合悪いんですか？」

○7810|46○T舞人
●7810|46●T舞人

○7856|59○「ああ、たぶんな」
●7856|59●「ああ、たぶんな」

○7955|191○「なにしろ瞼が重くて開かないし、起きあがろうとしても体が言うことをきかない。あまつさえ、こうして横になっていると……ああ、意識が遠退いて……逝く……」
●7955|191●「なにしろ瞼が重くて開かないし、起きあがろうとしても体が言うことをきかない。あまつさえ、こうして横になっていると……ああ、意識が遠退いて……逝く……」

○8295|46○T小町
●8295|46●T小町

○8400|199○「大変じゃないですか、せんぱい。それは医学用語で言うところの『ただ眠いだけ』っていう重病ですよ。目を閉じてはいけません、早く立ちあがらないと手遅れになります」
