○173|53○T_StartupDay
●173|53●T_StartupDay

○281|68○T『お願いします』⇒青葉＋１
●281|68●T『お願いします』⇒青葉＋１

○349|68○T『いや、いいよ』⇒変化なし
●349|68●T『いや、いいよ』⇒変化なし

○1046|72○T『教えてください』⇒つばさ＋１
●1046|72●T『教えてください』⇒つばさ＋１

○1118|70○T『教わってやろう』⇒変化なし
●1118|70●T『教わってやろう』⇒変化なし

○1741|49○TCmn0602
●1741|49●TCmn0602

○1924|57○T_CreateSaveText
●1924|57●T_CreateSaveText

○1981|53○T_PrintParam
●1981|53●T_PrintParam

○2124|69○　もそもそ……もふもふ……。
●2124|69●　もそもそ……もふもふ……。

○2233|71○　もふもふ……もそもそ……。　
●2233|71●　もふもふ……もそもそ……。　

○2344|53○　はあ……。
●2344|53●　はあ……。

○2437|97○　布団の中でかじる素の食パンは味気ないなあ……もふもふ。
●2437|97●　布団の中でかじる素の食パンは味気ないなあ……もふもふ。

○2574|145○　一分でも長く睡眠をとった気分になれると思いきや、あんまりそういう効果はないし、仕方ない、もう起きるか。
●2574|145●　一分でも長く睡眠をとった気分になれると思いきや、あんまりそういう効果はないし、仕方ない、もう起きるか。

○2759|54○TBGSP_02a.gpd
●2759|54●TBGSP_02a.gpd

○3010|135○　ちょうど立ちあがったとき、聞きなれたノックの音が響いた。俺は壁時計を見る。もうそんな時間か。
●3010|135●　ちょうど立ちあがったとき、聞きなれたノックの音が響いた。俺は壁時計を見る。もうそんな時間か。

○3185|54○TBGSP_03a.gpd
●3185|54●TBGSP_03a.gpd

○3289|46○T舞人
●3289|46●T舞人

○3335|53○「はいはい」
●3335|53●「はいはい」

○3594|46○T青葉
●3594|46●T青葉

○3699|67○「おにいちゃん、おはよー」
●3699|67●「おにいちゃん、おはよー」

○3806|46○T舞人
●3806|46●T舞人

○3852|53○「うぉっと」
●3852|53●「うぉっと」

○3985|111○　おなじみの訪問者は、一年ぶりに見るチェック柄の制服に身を包んでいた。
●3985|111●　おなじみの訪問者は、一年ぶりに見るチェック柄の制服に身を包んでいた。

○4136|46○T舞人
●4136|46●T舞人

○4182|77○「ああ、そっか、今日から夏服だっけ」
●4182|77●「ああ、そっか、今日から夏服だっけ」

○4408|46○T青葉
●4408|46●T青葉

○4513|55○「えへへ……」
●4513|55●「えへへ……」

○4648|111○　べつに誉めたわけでもないのに、青葉ちゃんは照れくさそうに頬を染めた。
●4648|111●　べつに誉めたわけでもないのに、青葉ちゃんは照れくさそうに頬を染めた。

○4799|46○T舞人
●4799|46●T舞人

○4845|61○「衣替え、かぁ……」
●4845|61●「衣替え、かぁ……」

○4986|54○TBGSP_02a.gpd
●4986|54●TBGSP_02a.gpd

○5130|61○　窓の向こうの青空。
●5130|61●　窓の向こうの青空。

○5231|57○　二度目の夏服。
●5231|57●　二度目の夏服。

○5328|109○　俺はなにも変わらないのに、季節だけはどんどん変わっていくんだなあ。
●5328|109●　俺はなにも変わらないのに、季節だけはどんどん変わっていくんだなあ。

○5477|46○T青葉
●5477|46●T青葉

○5582|107○「どうしたの、おにいちゃん？　夏服しまった場所、忘れちゃったの？」
●5582|107●「どうしたの、おにいちゃん？　夏服しまった場所、忘れちゃったの？」

○5729|46○T舞人
●5729|46●T舞人

○5775|61○「いや、それはない」
●5775|61●「いや、それはない」

○6025|129○　俺は青葉ちゃんを部屋に招きいれてから、ベッドの脇に頭を沈めて、その下に手を挿しいれた。
●6025|129●　俺は青葉ちゃんを部屋に招きいれてから、ベッドの脇に頭を沈めて、その下に手を挿しいれた。

○6194|46○T舞人
●6194|46●T舞人

○6240|109○「たしか、去年の９月３０日にここへブチこんで……ああ、あったあった」
●6240|109●「たしか、去年の９月３０日にここへブチこんで……ああ、あったあった」

○6429|135○　俺の手によって引きずりだされたのは、バスケットボール大の白い球体。いくらか埃もかぶっている。
●6429|135●　俺の手によって引きずりだされたのは、バスケットボール大の白い球体。いくらか埃もかぶっている。

○6604|46○T舞人
●6604|46●T舞人

○6650|67○「ほ、ほら、あったでしょ」
●6650|67●「ほ、ほら、あったでしょ」

○6797|73○　俺はつとめて平静をよそおった。
●6797|73●　俺はつとめて平静をよそおった。

○7019|46○T青葉
●7019|46●T青葉

○7124|69○「う、うん、よかったね……」
●7124|69●「う、うん、よかったね……」

○7273|105○　青葉ちゃんはむせるように口元を抑えながら、固い笑顔をつくった。
