○158|53○T_StartupDay
●158|53●T_StartupDay

○266|100○T『よし、ハンバーガーにするか』⇒小町＋１、小町フラグ２Ｏｎ
●266|100●T『よし、ハンバーガーにするか』⇒小町＋１、小町フラグ２Ｏｎ

○366|104○T『いや、クレープでも食べるか』⇒こだま＋１、こだまフラグ３Ｏｎ
●366|104●T『いや、クレープでも食べるか』⇒こだま＋１、こだまフラグ３Ｏｎ

○1757|49○TCmn0502
●1757|49●TCmn0502

○1945|57○T_CreateSaveText
●1945|57●T_CreateSaveText

○2002|53○T_PrintParam
●2002|53●T_PrintParam

○2152|69○　♪ちゃらら～　ら～ら～ら～
●2152|69●　♪ちゃらら～　ら～ら～ら～

○2261|57○　　ららららら～
●2261|57●　　ららららら～

○2358|121○　けたたましく鳴りつづける電子音のメロディに、俺は眠りの底から引きずりだされた。
●2358|121●　けたたましく鳴りつづける電子音のメロディに、俺は眠りの底から引きずりだされた。

○2519|121○　なんだよ、もう……例によって、俺しか友達のいない寂しい男（注：相楽山彦）かぁ？
●2519|121●　なんだよ、もう……例によって、俺しか友達のいない寂しい男（注：相楽山彦）かぁ？

○2680|169○　しかし、こんな朝早くから騒音を出されては近所迷惑もはなはだしい。そっこく止めさせなければ、俺が管理人さんに叩きだされてしまう。
●2680|169●　しかし、こんな朝早くから騒音を出されては近所迷惑もはなはだしい。そっこく止めさせなければ、俺が管理人さんに叩きだされてしまう。

○2889|141○　布団の中から腕だけ伸ばして、手探りで携帯電話をつかんだ。むろん、発信者番号を確認する余裕などない。
●2889|141●　布団の中から腕だけ伸ばして、手探りで携帯電話をつかんだ。むろん、発信者番号を確認する余裕などない。

○3070|141○　ちなみにこの部屋に一般回線は引いていない。そんな金はない。家でも外でもケータイ一台で済ませている。
●3070|141●　ちなみにこの部屋に一般回線は引いていない。そんな金はない。家でも外でもケータイ一台で済ませている。

○3291|46○T舞人
●3291|46●T舞人

○3337|65○「ふぁい、もひもひ……」
●3337|65●「ふぁい、もひもひ……」

○3442|107○「あー、おかけになったハンサムは、ただいま留守にしておりまふ……」
●3442|107●「あー、おかけになったハンサムは、ただいま留守にしておりまふ……」

○3589|44○T声
●3589|44●T声

○3692|75○『起きないと業務用コピー機で殴る』
●3692|75●『起きないと業務用コピー機で殴る』

○3847|83○　う、妙に親近感を覚えるこの声と反応……。
●3847|83●　う、妙に親近感を覚えるこの声と反応……。

○3970|73○　思わず少しばかり眠気がとんだ。
●3970|73●　思わず少しばかり眠気がとんだ。

○4083|54○TBGSP_02a.gpd
●4083|54●TBGSP_02a.gpd

○4237|46○T舞人
●4237|46●T舞人

○4283|105○「おい、なんだ山彦、その傍若無人ないいぐさは。貴様は俺の母親か」
●4283|105●「おい、なんだ山彦、その傍若無人ないいぐさは。貴様は俺の母親か」

○4428|46○T母親
●4428|46●T母親

○4533|69○『いや、バリバリ母親だけど』
●4533|69●『いや、バリバリ母親だけど』

○4701|111○『しばらく連絡なかったけど、どうやら生き延びてはいるみたいだね、舞人』
●4701|111●『しばらく連絡なかったけど、どうやら生き延びてはいるみたいだね、舞人』

○4911|53○『……ちぇ』
●4911|53●『……ちぇ』

○5044|77○　回線の向こうから、重く沈んだ溜息。
●5044|77●　回線の向こうから、重く沈んだ溜息。

○5161|73○　我が親ながら、なかなか出来る。
●5161|73●　我が親ながら、なかなか出来る。

○5274|46○T舞人
●5274|46●T舞人

○5320|183○「ふん。そっちこそ、あいにく元気そうだな。たまには病院に運ばれて、危篤電報のひとつも打ってみろ。もちろんオルゴール付きの祝電でレスするけどな」
●5320|183●「ふん。そっちこそ、あいにく元気そうだな。たまには病院に運ばれて、危篤電報のひとつも打ってみろ。もちろんオルゴール付きの祝電でレスするけどな」

○5543|95○「で、今日はなんだ？　言っておくが仕送りは待てないぞ」
●5543|95●「で、今日はなんだ？　言っておくが仕送りは待てないぞ」

○5718|83○　俺は布団に潜ったまま気だるい声で答えた。
●5718|83●　俺は布団に潜ったまま気だるい声で答えた。

○5841|117○　親子関係に問題があるわけじゃないけど、俺たちの接し方は昔からこんな感じだ。
●5841|117●　親子関係に問題があるわけじゃないけど、俺たちの接し方は昔からこんな感じだ。

○5998|46○T母親
●5998|46●T母親

○6103|99○『安心しろ、今月も仕送りは指定の期日どおり振りこんでやる』
●6103|99●『安心しろ、今月も仕送りは指定の期日どおり振りこんでやる』

○6282|109○　俺の耳に覆いかぶさる不快な雑音。タバコの煙を吐きだしたに違いない。
●6282|109●　俺の耳に覆いかぶさる不快な雑音。タバコの煙を吐きだしたに違いない。

○6431|46○T母親
●6431|46●T母親

○6536|173○『コンビニや銀行を襲うぐらいなら可愛いもんだけど、こっちに帰られでもしたら迷惑千万だからね。そりゃ草葉の陰から父親も逃げだすっての』
●6536|173●『コンビニや銀行を襲うぐらいなら可愛いもんだけど、こっちに帰られでもしたら迷惑千万だからね。そりゃ草葉の陰から父親も逃げだすっての』

○6749|46○T舞人
●6749|46●T舞人

○6795|169○「じゃあ、なんの用だ。せっかくの休日に、母親の話相手をするほど俺は暇じゃないぞ。今日も朝から晩まで、女の子との予定がびっしりだ」
●6795|169●「じゃあ、なんの用だ。せっかくの休日に、母親の話相手をするほど俺は暇じゃないぞ。今日も朝から晩まで、女の子との予定がびっしりだ」

○7004|46○T母親
●7004|46●T母親

○7109|61○『うるさいよ、童貞』
●7109|61●『うるさいよ、童貞』

○7210|46○T舞人
●7210|46●T舞人

○7256|77○「ど、どどど童貞じゃありませんっ！」
●7256|77●「ど、どどど童貞じゃありませんっ！」

○7373|46○T母親
●7373|46●T母親

○7478|95○『クリーニング屋のこまっちゃん、そっち行っただろう？』
●7478|95●『クリーニング屋のこまっちゃん、そっち行っただろう？』

○7672|109○『あの子なら、一回や二回夜這いかけても泣き寝入りするんじゃないのか』
●7672|109●『あの子なら、一回や二回夜這いかけても泣き寝入りするんじゃないのか』

○7821|46○T舞人
●7821|46●T舞人

○7867|103○「黙れ母親。そして、すみやかに父親の待つ世界へと旅立ってくれ」
