○173|53○T_StartupDay
●173|53●T_StartupDay

○323|70○T『先に行きなさい』⇒変化なし
●323|70●T『先に行きなさい』⇒変化なし

○393|70○T『好きにしなさい』⇒小町＋１
●393|70●T『好きにしなさい』⇒小町＋１

○1625|68○T『長い方が好き』⇒変化なし
●1625|68●T『長い方が好き』⇒変化なし

○1693|68○T『短い方が好み』⇒変化なし
●1693|68●T『短い方が好み』⇒変化なし

○2309|49○TCmn0629
●2309|49●TCmn0629

○2502|57○T_CreateSaveText
●2502|57●T_CreateSaveText

○2559|53○T_PrintParam
●2559|53●T_PrintParam

○2724|54○TBGSP_02d.gpd
●2724|54●TBGSP_02d.gpd

○2868|59○　今日も雨か……。
●2868|59●　今日も雨か……。

○2967|151○　布団の中から上半身だけ起こして俺はうめいた。月曜からこういうことをされると、一週間やる気がなくなってしまう。
●2967|151●　布団の中から上半身だけ起こして俺はうめいた。月曜からこういうことをされると、一週間やる気がなくなってしまう。

○3255|79○　呆然としていたら扉をたたく音がした。
●3255|79●　呆然としていたら扉をたたく音がした。

○3374|167○　あー、もう青葉ちゃんの来る時間かぁ。でも久しぶりだな。最近の彼女はシゲさんべったりで、あんまり迎えに来てくれなかったからな。
●3374|167●　あー、もう青葉ちゃんの来る時間かぁ。でも久しぶりだな。最近の彼女はシゲさんべったりで、あんまり迎えに来てくれなかったからな。

○3581|119○　鍵はかけてなかったけど、俺は感謝の気持ちを込めて自らそのドアを開きに赴いた。
●3581|119●　鍵はかけてなかったけど、俺は感謝の気持ちを込めて自らそのドアを開きに赴いた。

○3740|54○TBGSP_03a.gpd
●3740|54●TBGSP_03a.gpd

○3844|46○T舞人
●3844|46●T舞人

○3890|93○「おはよう！　よく来てくれたね、本当にありがとう！」
●3890|93●「おはよう！　よく来てくれたね、本当にありがとう！」

○4239|46○T小町
●4239|46●T小町

○4344|77○「わっ、せんぱいに誉められちゃった」
●4344|77●「わっ、せんぱいに誉められちゃった」

○4461|46○T舞人
●4461|46●T舞人

○4507|57○「ゆ、雪村っ？」
●4507|57●「ゆ、雪村っ？」

○4604|99○「ああ、なしなし、いまのキャンセル。誉めてない誉めてない」
●4604|99●「ああ、なしなし、いまのキャンセル。誉めてない誉めてない」

○4783|117○　俺は雪村を無視してドアの外を覗きこんだ。青葉ちゃんの姿は一つたりともない。
●4783|117●　俺は雪村を無視してドアの外を覗きこんだ。青葉ちゃんの姿は一つたりともない。

○5049|46○T小町
●5049|46●T小町

○5154|73○「おはようございます、せんぱい」
●5154|73●「おはようございます、せんぱい」

○5267|46○T舞人
●5267|46●T舞人

○5313|71○「なんだ今日は、朝っぱらから」
●5313|71●「なんだ今日は、朝っぱらから」

○5533|46○T小町
●5533|46●T小町

○5638|121○「なんですか、その嫌そうな顔は。来てもいいって言ったのはせんぱいじゃないですか」
●5638|121●「なんですか、その嫌そうな顔は。来てもいいって言ったのはせんぱいじゃないですか」

○5799|46○T舞人
●5799|46●T舞人

○5845|67○「言ったか、そんなこと？」
●5845|67●「言ったか、そんなこと？」

○5952|46○T小町
●5952|46●T小町

○6057|55○「言いました」
●6057|55●「言いました」

○6320|69○「……言ったようなものです」
●6320|69●「……言ったようなものです」

○6469|73○　まあ、どっちでもいいけど……。
●6469|73●　まあ、どっちでもいいけど……。

○6691|46○T小町
●6691|46●T小町

○6796|99○「というわけでお迎えにあがりました。もう仕度できてます？」
●6796|99●「というわけでお迎えにあがりました。もう仕度できてます？」

○6935|46○T舞人
●6935|46●T舞人

○6981|105○「いや、いま起きたところだ。まだ時間かかるから先に行ってていい」
●6981|105●「いや、いま起きたところだ。まだ時間かかるから先に行ってていい」

○7235|46○T小町
●7235|46●T小町

○7340|75○「待たせてもらってもいいですか？」
●7340|75●「待たせてもらってもいいですか？」

○7455|46○T舞人
●7455|46●T舞人

○7501|49○「あ？」
●7501|49●「あ？」

○7630|81○　ニコニコしてる……なにが楽しいんだか。
●7630|81●　ニコニコしてる……なにが楽しいんだか。

○7939|57○T_CreateSaveText
●7939|57●T_CreateSaveText

○7996|53○T_PrintParam
●7996|53●T_PrintParam

○8049|46○T舞人
●8049|46●T舞人

○8095|59○「先に行きなさい」
●8095|59●「先に行きなさい」

○8303|46○T小町
●8303|46●T小町

○8408|49○「はい」
●8408|49●「はい」

○8556|83○「それじゃせんぱい、お先に失礼いたします」
