○173|53○T_StartupDay
●173|53●T_StartupDay

○996|49○TCmn0221
●996|49●TCmn0221

○1151|57○T_CreateSaveText
●1151|57●T_CreateSaveText

○1208|53○T_PrintParam
●1208|53●T_PrintParam

○1311|54○TBGAU_05b.gpd
●1311|54●TBGAU_05b.gpd

○1455|75○　乾いた北風が枯葉をさらってゆく。
●1455|75●　乾いた北風が枯葉をさらってゆく。

○1570|73○　俺はその冷たさに身をすくめた。
●1570|73●　俺はその冷たさに身をすくめた。

○1683|101○　雫内にいた頃でさえ、こんなにも永く寒い冬があっただろうか。
●1683|101●　雫内にいた頃でさえ、こんなにも永く寒い冬があっただろうか。

○1824|71○　一日がひどく空虚で味気ない。
●1824|71●　一日がひどく空虚で味気ない。

○1935|87○　違う、味気ないんじゃない……なにもないんだ。
●1935|87●　違う、味気ないんじゃない……なにもないんだ。

○2062|71○　泣きたいぐらい、寒いよ……。
●2062|71●　泣きたいぐらい、寒いよ……。

○2173|113○　白雪の中に溶けていったあの言葉が、昨日のことのようによみがえってくる。
●2173|113●　白雪の中に溶けていったあの言葉が、昨日のことのようによみがえってくる。

○2326|46○T舞人
●2326|46●T舞人

○2372|55○「ほんとだな」
●2372|55●「ほんとだな」

○2507|101○　俺は無人のグラウンドを見るともなく見やりながらつぶやいた。
●2507|101●　俺は無人のグラウンドを見るともなく見やりながらつぶやいた。

○2648|63○　ほんと、寒いな……。
●2648|63●　ほんと、寒いな……。

○2751|79○　自分が愚かしく思えて、俺は苦笑した。
●2751|79●　自分が愚かしく思えて、俺は苦笑した。

○2870|46○T舞人
●2870|46●T舞人

○2916|55○「帰るか……」
●2916|55●「帰るか……」

○3051|73○　通学鞄を肩越しに背中へまわす。
●3051|73●　通学鞄を肩越しに背中へまわす。

○3313|79○　振りかえった先に、級友が立っていた。
●3313|79●　振りかえった先に、級友が立っていた。

○3432|75○　臆病だった俺の……かつての同志。
●3432|75●　臆病だった俺の……かつての同志。

○3547|46○T舞人
●3547|46●T舞人

○3593|49○「おー」
●3593|49●「おー」

○3722|65○　俺は軽薄な挨拶をした。
●3722|65●　俺は軽薄な挨拶をした。

○3827|81○　声を張らなければ届かないぐらいの距離。
●3827|81●　声を張らなければ届かないぐらいの距離。

○3948|75○　やつは何も言わずに微笑を返した。
●3948|75●　やつは何も言わずに微笑を返した。

○4063|89○　片方の眉を吊りあげた、左右非対称の皮肉な笑顔。
●4063|89●　片方の眉を吊りあげた、左右非対称の皮肉な笑顔。

○4192|89○　言葉はなかったが、俺を責めているように思えた。
●4192|89●　言葉はなかったが、俺を責めているように思えた。

○4321|93○　俺は八重樫の期待を裏切ってしまったのかもしれない。
●4321|93●　俺は八重樫の期待を裏切ってしまったのかもしれない。

○4454|87○　踏みだして、迷走し、あげく闇に呑みこまれる。
●4454|87●　踏みだして、迷走し、あげく闇に呑みこまれる。

○4581|81○　俺たちが怖れていたとおりのシナリオだ。
●4581|81●　俺たちが怖れていたとおりのシナリオだ。

○4811|81○　八重樫は片腕を腰に当て、唇を動かした。
●4811|81●　八重樫は片腕を腰に当て、唇を動かした。

○4932|85○　声は砂埃を巻きあげる北風に吹かれて消える。
●4932|85●　声は砂埃を巻きあげる北風に吹かれて消える。

○5057|97○　しかし非難の罵声であることは表情から容易に読みとれた。
●5057|97●　しかし非難の罵声であることは表情から容易に読みとれた。

○5194|87○　俺は乾燥した冬のグラウンドを踏みしめて進む。
●5194|87●　俺は乾燥した冬のグラウンドを踏みしめて進む。

○5321|81○　身じろぎせずに俺を見据える切れ長の瞳。
●5321|81●　身じろぎせずに俺を見据える切れ長の瞳。

○5442|46○T舞人
●5442|46●T舞人

○5488|67○「後悔はしてないつもりだ」
●5488|67●「後悔はしてないつもりだ」

○5725|69○　俺はすれ違いざまに呟いた。
●5725|69●　俺はすれ違いざまに呟いた。

○5834|79○　やつがどんな顔をしたかは分からない。
●5834|79●　やつがどんな顔をしたかは分からない。

○5953|67○　俺は振りかえらなかった。
●5953|67●　俺は振りかえらなかった。

○6060|71○　振りかえらずに歩きつづけた。
●6060|71●　振りかえらずに歩きつづけた。

○6171|81○　いまはただ、歩きつづけるしかないのだか
●6171|81●　いまはただ、歩きつづけるしかないのだか

○6292|47○……。
●6292|47●……。

○6586|46○T舞人
●6586|46●T舞人

○6632|55○「るぁっ！？」
●6632|55●「るぁっ！？」

○6817|53○　尻に衝撃。
