○173|53○T_StartupDay
●173|53●T_StartupDay

○568|72○T『なぐさめてやる』⇒こだま＋１
●568|72●T『なぐさめてやる』⇒こだま＋１

○640|70○T『からかってやる』⇒変化なし
●640|70●T『からかってやる』⇒変化なし

○1503|49○TCmn0616
●1503|49●TCmn0616

○1696|57○T_CreateSaveText
●1696|57●T_CreateSaveText

○1753|53○T_PrintParam
●1753|53●T_PrintParam

○1806|54○TBGSU_04a.gpd
●1806|54●TBGSU_04a.gpd

○1950|53○　猫だ……。
●1950|53●　猫だ……。

○2043|125○　吊られた猫、ハングドキャット……朝っぱらからミステリアスなものを目撃してしまった。
●2043|125●　吊られた猫、ハングドキャット……朝っぱらからミステリアスなものを目撃してしまった。

○2208|77○　っていうかバリバリ見覚えがあった。
●2208|77●　っていうかバリバリ見覚えがあった。

○2325|46○T舞人
●2325|46●T舞人

○2371|59○「里見せんぱーい」
●2371|59●「里見せんぱーい」

○2629|48○Tこだま
●2629|48●Tこだま

○2736|49○「え？」
●2736|49●「え？」

○2993|57○「あ、おはよう」
●2993|57●「あ、おはよう」

○3090|46○T舞人
●3090|46●T舞人

○3136|75○「使わないんじゃなかったんですか」
●3136|75●「使わないんじゃなかったんですか」

○3360|48○Tこだま
●3360|48●Tこだま

○3467|57○「……なにが？」
●3467|57●「……なにが？」

○3564|46○T舞人
●3564|46●T舞人

○3610|49○「それ」
●3610|49●「それ」

○3808|48○Tこだま
●3808|48●Tこだま

○3915|51○「どれ？」
●3915|51●「どれ？」

○4046|73○　俺の視線を追って半身をひねる。
●4046|73●　俺の視線を追って半身をひねる。

○4159|91○　さすがだ……想像どおりのベタをかましてくれるな。
●4159|91●　さすがだ……想像どおりのベタをかましてくれるな。

○4290|46○T舞人
●4290|46●T舞人

○4336|49○「これ」
●4336|49●「これ」

○4465|91○　俺はこちら側に戻ってきた先輩のリュックを掴んだ。
●4465|91●　俺はこちら側に戻ってきた先輩のリュックを掴んだ。

○4705|48○Tこだま
●4705|48●Tこだま

○4812|51○「あ……」
●4812|51●「あ……」

○4943|147○　先輩はにわかに赤くなった。背負ってる事実を忘れていたということは、それなりに馴染んでいるのかもしれない。
●4943|147●　先輩はにわかに赤くなった。背負ってる事実を忘れていたということは、それなりに馴染んでいるのかもしれない。

○5130|46○T舞人
●5130|46●T舞人

○5176|137○「いやあ、実によく似合いますよ。これなら、いつあぶないおじさんに声をかけられても不思議じゃない」
●5176|137●「いやあ、実によく似合いますよ。これなら、いつあぶないおじさんに声をかけられても不思議じゃない」

○5567|57○T_CreateSaveText
●5567|57●T_CreateSaveText

○5624|53○T_PrintParam
●5624|53●T_PrintParam

○5786|48○Tこだま
●5786|48●Tこだま

○5893|101○「使わないと悪いじゃない、せっかくいただいたものだから……」
●5893|101●「使わないと悪いじゃない、せっかくいただいたものだから……」

○6074|117○　あ、沈んじゃった。律儀というか泣き寝入りというか……贈った甲斐があるなあ。
●6074|117●　あ、沈んじゃった。律儀というか泣き寝入りというか……贈った甲斐があるなあ。

○6231|46○T舞人
●6231|46●T舞人

○6277|81○「でも、あんまり嬉しそうじゃないですね」
●6277|81●「でも、あんまり嬉しそうじゃないですね」

○6507|48○Tこだま
●6507|48●Tこだま

○6614|53○「もちろん」
●6614|53●「もちろん」

○6747|55○　即答だった。
●6747|55●　即答だった。

○6951|48○Tこだま
●6951|48●Tこだま

○7058|93○「来年はもうちょっと実用性の高いものをちょうだいね」
●7058|93●「来年はもうちょっと実用性の高いものをちょうだいね」

○7231|69○　またもらう気か、このひと。
●7231|69●　またもらう気か、このひと。

○7340|117○　っていうか、まだ俺という人間がよく分かっていないのか。なんて心の広い……。
●7340|117●　っていうか、まだ俺という人間がよく分かっていないのか。なんて心の広い……。

○7711|57○T_CreateSaveText
●7711|57●T_CreateSaveText

○7768|53○T_PrintParam
●7768|53●T_PrintParam

○7930|48○Tこだま
●7930|48●Tこだま

○8037|79○「ちがう鞄を買うお金ももったいないから
●8037|79●「ちがう鞄を買うお金ももったいないから

○8156|47○……」
●8156|47●……」

○8283|115○　あ、沈んじゃった。倹約家というか貧乏性というか……贈った甲斐があるなあ。
●8283|115●　あ、沈んじゃった。倹約家というか貧乏性というか……贈った甲斐があるなあ。

○8547|48○Tこだま
●8547|48●Tこだま

○8654|99○「絵本って、全巻セットで買うと意外に高かったりするし……」
