○158|53○T_StartupDay
●158|53●T_StartupDay

○251|80○T『ここは適当に切りぬけよう』⇒変化なし
●251|80●T『ここは適当に切りぬけよう』⇒変化なし

○331|81○T『ここは観念してしたがおう』⇒こだま+１
●331|81●T『ここは観念してしたがおう』⇒こだま+１

○1010|68○T『好きですね』⇒こだま＋１
●1010|68●T『好きですね』⇒こだま＋１

○1078|66○T『嫌いですね』⇒変化なし
●1078|66●T『嫌いですね』⇒変化なし

○2016|49○TCmn0526
●2016|49●TCmn0526

○2189|57○T_CreateSaveText
●2189|57●T_CreateSaveText

○2246|53○T_PrintParam
●2246|53●T_PrintParam

○2349|54○TBGSU_08f.gpd
●2349|54●TBGSU_08f.gpd

○2512|48○Tこだま
●2512|48●Tこだま

○2619|51○「あ……」
●2619|51●「あ……」

○2710|46○T舞人
●2710|46●T舞人

○2756|55○「……どーも」
●2756|55●「……どーも」

○2891|147○　学級委員としての雑務に追われた俺が一人で遅い昼食を取りにいくと、食事を終えたらしき里見先輩とすれ違った。
●2891|147●　学級委員としての雑務に追われた俺が一人で遅い昼食を取りにいくと、食事を終えたらしき里見先輩とすれ違った。

○3187|48○Tこだま
●3187|48●Tこだま

○3294|61○「いまからごはん？」
●3294|61●「いまからごはん？」

○3395|46○T舞人
●3395|46●T舞人

○3441|103○「ええ、まあ。先輩はもうカレーうどんを食べたあとみたいですね」
●3441|103●「ええ、まあ。先輩はもうカレーうどんを食べたあとみたいですね」

○3693|48○Tこだま
●3693|48●Tこだま

○3800|87○「ええっ？　な、なんでメニューまで分かるの？」
●3800|87●「ええっ？　な、なんでメニューまで分かるの？」

○3967|79○　適当に言っただけなのに当たったのか。
●3967|79●　適当に言っただけなのに当たったのか。

○4086|46○T舞人
●4086|46●T舞人

○4132|85○「いや、なんだか妙に満たされた顔してたんで」
●4132|85●「いや、なんだか妙に満たされた顔してたんで」

○4366|48○Tこだま
●4366|48●Tこだま

○4473|63○「そ、そうかな……？」
●4473|63●「そ、そうかな……？」

○4616|95○　先輩は疑わしげに、自分の腕や胸をぺたぺた触っている。
●4616|95●　先輩は疑わしげに、自分の腕や胸をぺたぺた触っている。

○4751|65○　いや、顔だってば、顔。
●4751|65●　いや、顔だってば、顔。

○4965|48○Tこだま
●4965|48●Tこだま

○5072|55○「あ、そうだ」
●5072|55●「あ、そうだ」

○5207|79○　そして肩に腕を置いた姿勢で止まった。
●5207|79●　そして肩に腕を置いた姿勢で止まった。

○5435|48○Tこだま
●5435|48●Tこだま

○5542|93○「桜井君に頼んじゃおうかな。うん、ちょうど良かった」
●5542|93●「桜井君に頼んじゃおうかな。うん、ちょうど良かった」

○5675|46○T舞人
●5675|46●T舞人

○5721|63○「な、なんですか……」
●5721|63●「な、なんですか……」

○5864|87○　うわあ、なにか面倒に巻きこまれそうな雰囲気。
●5864|87●　うわあ、なにか面倒に巻きこまれそうな雰囲気。

○5991|53○　俺は……。
●5991|53●　俺は……。

○6272|57○T_CreateSaveText
●6272|57●T_CreateSaveText

○6329|53○T_PrintParam
●6329|53●T_PrintParam

○6382|46○T舞人
●6382|46●T舞人

○6428|103○「あの、俺まだメシ食ってないんですよ、だから悪いですけど……」
●6428|103●「あの、俺まだメシ食ってないんですよ、だから悪いですけど……」

○6571|48○Tこだま
●6571|48●Tこだま

○6678|79○「だいじょうぶ。今じゃないの、放課後」
●6678|79●「だいじょうぶ。今じゃないの、放課後」

○6965|85○「ちょっとね、男のひとの手を貸してほしいの」
●6965|85●「ちょっとね、男のひとの手を貸してほしいの」

○7090|46○T舞人
●7090|46●T舞人

○7136|85○「えー、手ですかぁ……じゃあ、はい、どうぞ」
●7136|85●「えー、手ですかぁ……じゃあ、はい、どうぞ」

○7301|145○　俺は「どうぞこの手を切断してお持ちくださいな」というクラシックなジョークでその場を切りぬけようとした。
●7301|145●　俺は「どうぞこの手を切断してお持ちくださいな」というクラシックなジョークでその場を切りぬけようとした。

○7486|105○　しかし、天然の里見先輩にそんな回りくどい謀略は通用しなかった。
●7486|105●　しかし、天然の里見先輩にそんな回りくどい謀略は通用しなかった。

○7740|48○Tこだま
●7740|48●Tこだま

○7847|61○「わあ、ありがとう」
●7847|61●「わあ、ありがとう」

○7988|77○　俺の手を握りかえし、心からの感謝。
●7988|77●　俺の手を握りかえし、心からの感謝。

○8105|61○　しかも目がマジだ。
●8105|61●　しかも目がマジだ。

○8315|48○Tこだま
●8315|48●Tこだま

○8422|79○「じゃあ放課後、図書室に来てくれる？」
●8422|79●「じゃあ放課後、図書室に来てくれる？」

○8541|46○T舞人
●8541|46●T舞人

○8587|63○「い、いや、あの……」
●8587|63●「い、いや、あの……」

○8799|48○Tこだま
●8799|48●Tこだま

○8906|95○「あ、ほら、早くしないと食べるものなくなっちゃうよ？」
●8906|95●「あ、ほら、早くしないと食べるものなくなっちゃうよ？」

○9100|67○「それじゃ、またあとでね」
●9100|67●「それじゃ、またあとでね」

○9409|57○T_CreateSaveText
●9409|57●T_CreateSaveText

○9466|53○T_PrintParam
●9466|53●T_PrintParam

○9519|46○T舞人
●9519|46●T舞人

○9565|91○「いいですけど、俺まだメシ食ってないんですよ……」
●9565|91●「いいですけど、俺まだメシ食ってないんですよ……」

○9696|48○Tこだま
●9696|48●Tこだま

○9803|125○「うん、だいじょうぶ。今じゃないの、放課後ちょっとね、男のひとの手を貸してほしいの」
●9803|125●「うん、だいじょうぶ。今じゃないの、放課後ちょっとね、男のひとの手を貸してほしいの」

○9968|46○T舞人
●9968|46●T舞人

○10014|65○「なにをするんですか？」
●10014|65●「なにをするんですか？」

○10228|48○Tこだま
●10228|48●Tこだま

○10335|73○「え……うん、だから、ちょっと」
●10335|73●「え……うん、だから、ちょっと」

○10507|89○「ほんと、大したことじゃないんだよ、あはは……」
●10507|89●「ほんと、大したことじゃないんだよ、あはは……」

○10676|85○　うそだ。大したことなかったら言えるはずだ。
●10676|85●　うそだ。大したことなかったら言えるはずだ。

