○173|53○T_StartupDay
●173|53●T_StartupDay

○266|72○T『昔ながらの納涼だ』⇒小町＋１
●266|72●T『昔ながらの納涼だ』⇒小町＋１

○338|74○T『若者らしい納涼だ』⇒つばさ＋１
●338|74●T『若者らしい納涼だ』⇒つばさ＋１

○809|68○T『誉めてはいる』⇒小町＋１
●809|68●T『誉めてはいる』⇒小町＋１

○877|68○T『誉めていない』⇒変化なし
●877|68●T『誉めていない』⇒変化なし

○1685|68○T『一緒に行こう』⇒青葉＋１
●1685|68●T『一緒に行こう』⇒青葉＋１

○1753|68○T『気を付けてね』⇒変化なし
●1753|68●T『気を付けてね』⇒変化なし

○2330|49○TCmn0617
●2330|49●TCmn0617

○2503|57○T_CreateSaveText
●2503|57●T_CreateSaveText

○2560|53○T_PrintParam
●2560|53●T_PrintParam

○2663|54○TBGSP_02a.gpd
●2663|54●TBGSP_02a.gpd

○2807|97○　いい若いもんが真っ昼間からゴロゴロとだらしない日曜日。
●2807|97●　いい若いもんが真っ昼間からゴロゴロとだらしない日曜日。

○2944|57○　暇だなぁ……。
●2944|57●　暇だなぁ……。

○3041|157○　大きめの音量で流していた騒がしいスカが鳴りやんだ。ＣＤ一枚分、七十分強こうして何もせずゴロゴロしてしまったわけか。
●3041|157●　大きめの音量で流していた騒がしいスカが鳴りやんだ。ＣＤ一枚分、七十分強こうして何もせずゴロゴロしてしまったわけか。

○3238|46○T舞人
●3238|46●T舞人

○3284|53○「あー……」
●3284|53●「あー……」

○3377|53○「うー……」
●3377|53●「うー……」

○3470|53○「あー……」
●3470|53●「あー……」

○3603|141○　しばし無意味にベッドの上を転げまわったのち、俺は銀色の円盤を引きぬくためにのっそりと立ちあがった。
●3603|141●　しばし無意味にベッドの上を転げまわったのち、俺は銀色の円盤を引きぬくためにのっそりと立ちあがった。

○3784|97○　コンポの前で欠伸を噛みころしながら、窓の外に目をやる。
●3784|97●　コンポの前で欠伸を噛みころしながら、窓の外に目をやる。

○3921|105○　することもないけど、例によってさくら通りでもうろつくかぁ……。
●3921|105●　することもないけど、例によってさくら通りでもうろつくかぁ……。

○4228|54○TBGSP_01a.gpd
●4228|54●TBGSP_01a.gpd

○4391|46○T青葉
●4391|46●T青葉

○4496|61○「あ、おにいちゃん」
●4496|61●「あ、おにいちゃん」

○4637|95○　軽く着替えて部屋を出ると、外出着姿の隣人に出会った。
●4637|95●　軽く着替えて部屋を出ると、外出着姿の隣人に出会った。

○4772|123○　小脇に抱えたバスケットなんか見ると、ちょっとその辺を散歩する感じではなさそうだ。
●4772|123●　小脇に抱えたバスケットなんか見ると、ちょっとその辺を散歩する感じではなさそうだ。

○4935|46○T舞人
●4935|46●T舞人

○4981|55○「おでかけ？」
●4981|55●「おでかけ？」

○5185|46○T青葉
●5185|46●T青葉

○5290|93○「うん、お父さんがいいとこ連れてってくれるんだって」
●5290|93●「うん、お父さんがいいとこ連れてってくれるんだって」

○5463|103○　シゲさん、久しぶりの家族サービスか。青葉ちゃん楽しそうだな。
●5463|103●　シゲさん、久しぶりの家族サービスか。青葉ちゃん楽しそうだな。

○5606|46○T舞人
●5606|46●T舞人

○5652|57○「遊園地とか？」
●5652|57●「遊園地とか？」

○5858|46○T青葉
●5858|46●T青葉

○5963|91○「あ、そっか、メリーゴーランドのことかもしれない」
●5963|91●「あ、そっか、メリーゴーランドのことかもしれない」

○6134|91○　俺の素朴な質問に、噛みあわない答えが返ってきた。
●6134|91●　俺の素朴な質問に、噛みあわない答えが返ってきた。

○6265|46○T舞人
●6265|46●T舞人

○6311|57○「……なにが？」
●6311|57●「……なにが？」

○6517|46○T青葉
●6517|46●T青葉

○6622|107○「お父さんね、どこに行くのか教えてくれないの。お楽しみなんだって」
●6622|107●「お父さんね、どこに行くのか教えてくれないの。お楽しみなんだって」

○6937|117○「お馬さんがいっぱいいる所って言ってたから、牧場かなーって思ってたんだけど」
●6937|117●「お馬さんがいっぱいいる所って言ってたから、牧場かなーって思ってたんだけど」

○7134|67○　いや、たぶん競馬場……。
●7134|67●　いや、たぶん競馬場……。

○7350|46○T青葉
●7350|46●T青葉

○7455|123○「そのあとお酒の飲める所に行くって言ってたから、ワイン工場とか見学しちゃうのかも」
●7455|123●「そのあとお酒の飲める所に行くって言ってたから、ワイン工場とか見学しちゃうのかも」

○7658|73○　いや、たぶん駅前の居酒屋……。
