○158|53○T_StartupDay
●158|53●T_StartupDay

○251|76○T『青葉ちゃんを見すてる』⇒変化なし
●251|76●T『青葉ちゃんを見すてる』⇒変化なし

○327|76○T『青葉ちゃんを見まもる』⇒青葉＋１
●327|76●T『青葉ちゃんを見まもる』⇒青葉＋１

○953|64○T『誉める』⇒つばさ＋１
●953|64●T『誉める』⇒つばさ＋１

○1017|62○T『わらう』⇒変化なし
●1017|62●T『わらう』⇒変化なし

○1664|70○T『学生食堂へ行く』⇒変換なし
●1664|70●T『学生食堂へ行く』⇒変換なし

○1734|80○T『さくら通りへ行く』⇒小町フラグ１Ｏｎ
●1734|80●T『さくら通りへ行く』⇒小町フラグ１Ｏｎ

○2383|72○T『丁寧に追いかえす』⇒小町＋１
●2383|72●T『丁寧に追いかえす』⇒小町＋１

○2455|72○T『適当に追いかえす』⇒変化なし
●2455|72●T『適当に追いかえす』⇒変化なし

○3084|49○TCmn0410
●3084|49●TCmn0410

○3267|57○T_CreateSaveText
●3267|57●T_CreateSaveText

○3324|53○T_PrintParam
●3324|53●T_PrintParam

○3467|61○　意識の海の底深く。
●3467|61●　意識の海の底深く。

○3625|99○　まどろみの中、鈍い衝撃が断続的に俺の鼓膜と脳髄を轟かす。
●3625|99●　まどろみの中、鈍い衝撃が断続的に俺の鼓膜と脳髄を轟かす。

○3764|113○　祭太鼓を打ちならすような重低音。覚醒は緩やかに、しかし速やかに訪れた。
●3764|113●　祭太鼓を打ちならすような重低音。覚醒は緩やかに、しかし速やかに訪れた。

○3957|44○T声
●3957|44●T声

○4060|81○「おにいちゃん！　起きておにいちゃん！」
●4060|81●「おにいちゃん！　起きておにいちゃん！」

○4221|149○　それがドアを叩く音だと認識できたのは、その声の主にしては珍しい、調子の強い呼びかけが耳に届いたあとだった。
●4221|149●　それがドアを叩く音だと認識できたのは、その声の主にしては珍しい、調子の強い呼びかけが耳に届いたあとだった。

○4410|44○T声
●4410|44●T声

○4513|77○「おにいちゃん！　もう起きないと！」
●4513|77●「おにいちゃん！　もう起きないと！」

○4630|46○T舞人
●4630|46●T舞人

○4676|51○「ん……」
●4676|51●「ん……」

○4767|55○「朝、か……」
●4767|55●「朝、か……」

○4862|54○TBGSP_02a.gpd
●4862|54●TBGSP_02a.gpd

○5006|53○　眠い……。
●5006|53●　眠い……。

○5099|113○　青葉ちゃんの厚意は毎度ありがたいけど、今日の眠気は格別にしつこかった。
●5099|113●　青葉ちゃんの厚意は毎度ありがたいけど、今日の眠気は格別にしつこかった。

○5252|46○T舞人
●5252|46●T舞人

○5298|89○「うぅ、ごめん……もうちょっと寝かせといて……」
●5298|89●「うぅ、ごめん……もうちょっと寝かせといて……」

○5427|135○「ゆうべ遅くまで、現代社会の暗部を問う高尚なドキュメンタリー番組を観てたから寝不足でさあ……」
●5427|135●「ゆうべ遅くまで、現代社会の暗部を問う高尚なドキュメンタリー番組を観てたから寝不足でさあ……」

○5602|46○T青葉
●5602|46●T青葉

○5707|69○「え、あ、でも……いいの？」
●5707|69●「え、あ、でも……いいの？」

○5816|46○T舞人
●5816|46●T舞人

○5862|65○「いいの。おやすみ……」
●5862|65●「いいの。おやすみ……」

○6112|119○　絞りだした声をドアの向こうに投げかけるだけで俺は力尽き、再び目と口を閉じる。
●6112|119●　絞りだした声をドアの向こうに投げかけるだけで俺は力尽き、再び目と口を閉じる。

○6321|46○T青葉
●6321|46●T青葉

○6426|67○「お、おやすみなさい……」
●6426|67●「お、おやすみなさい……」

○6623|145○　青葉ちゃんの消え入るような声。俺はそれを子守唄代わりに、二度寝という甘美な世界へゆっくり身を投じ……。
●6623|145●　青葉ちゃんの消え入るような声。俺はそれを子守唄代わりに、二度寝という甘美な世界へゆっくり身を投じ……。

○6808|46○T青葉
●6808|46●T青葉

○6913|83○「本当はもう起きた方がいいと思うけど……」
●6913|83●「本当はもう起きた方がいいと思うけど……」

○7095|101○「それじゃおにいちゃん、私もう時間だから行っちゃうよ……？」
●7095|101●「それじゃおにいちゃん、私もう時間だから行っちゃうよ……？」

○7276|73○　んー、行ってらっしゃ～い……。
●7276|73●　んー、行ってらっしゃ～い……。

○7389|113○　と頭の中で手を振ったとき、まとわりついていた眠気がにわかに吹きとんだ。
●7389|113●　と頭の中で手を振ったとき、まとわりついていた眠気がにわかに吹きとんだ。

○7542|77○　……もう青葉ちゃんが出かける時間？
●7542|77●　……もう青葉ちゃんが出かける時間？

○7659|59○　……ってことは？
●7659|59●　……ってことは？

○7758|54○TBGSP_02a.gpd
●7758|54●TBGSP_02a.gpd

○7982|46○T舞人
●7982|46●T舞人

○8028|53○「何時！？」
●8028|53●「何時！？」

○8211|101○　枕元の時計を両手で掴んで、自身の寝ぼけまなこに突きつける。
●8211|101●　枕元の時計を両手で掴んで、自身の寝ぼけまなこに突きつける。

○8409|46○T舞人
●8409|46●T舞人

○8455|53○「な……！」
●8455|53●「な……！」

○8598|95○「ど、どこの誰だよ！　俺の目覚まし勝手に止めたのは！」
●8598|95●「ど、どこの誰だよ！　俺の目覚まし勝手に止めたのは！」

○8773|97○　すでに他人のせいにして叫ばずにはいられない時間だった。
●8773|97●　すでに他人のせいにして叫ばずにはいられない時間だった。

○8910|77○　布団をはねのけて洗面所へ駆けこむ。
●8910|77●　布団をはねのけて洗面所へ駆けこむ。

○9027|189○　しかし、そこからの俺は迅速だった。最低限の身支度を整え、ろくに物の入っていないカバンを掴むまで、わずか６０秒強。記録的なスピードで部屋を飛びだす。
●9027|189●　しかし、そこからの俺は迅速だった。最低限の身支度を整え、ろくに物の入っていないカバンを掴むまで、わずか６０秒強。記録的なスピードで部屋を飛びだす。

○9256|54○TBGSP_03a.gpd
●9256|54●TBGSP_03a.gpd

○9360|46○T舞人
●9360|46●T舞人

○9406|63○「行くぞ、全速前進！」
●9406|63●「行くぞ、全速前進！」

○9559|55○「でりゃあ！」
●9559|55●「でりゃあ！」

○9694|54○TBGSP_01a.gpd
