○158|53○T_StartupDay
●158|53●T_StartupDay

○251|66○T『見栄を張る』⇒青葉＋１
●251|66●T『見栄を張る』⇒青葉＋１

○317|66○T『話を逸らす』⇒変化なし
●317|66●T『話を逸らす』⇒変化なし

○1457|76○T『必殺サイレント駆逐術』⇒小町＋１
●1457|76●T『必殺サイレント駆逐術』⇒小町＋１

○1533|76○T『秘技メタモル赤の他人』⇒変化なし
●1533|76●T『秘技メタモル赤の他人』⇒変化なし

○2511|76○T『必殺サイレント駆逐術』⇒小町＋１
●2511|76●T『必殺サイレント駆逐術』⇒小町＋１

○2587|76○T『秘技メタモル赤の他人』⇒変化なし
●2587|76●T『秘技メタモル赤の他人』⇒変化なし

○3268|49○TCmn0421
●3268|49●TCmn0421

○3443|57○T_CreateSaveText
●3443|57●T_CreateSaveText

○3500|53○T_PrintParam
●3500|53●T_PrintParam

○3603|54○TBGSP_02a.gpd
●3603|54●TBGSP_02a.gpd

○3707|46○T舞人
●3707|46●T舞人

○3753|55○「はぁー……」
●3753|55●「はぁー……」

○3888|131○　マグカップのコーヒーを一口すすって、俺は開けはなった窓の向こうに優しい息吹を吐きだした。
●3888|131●　マグカップのコーヒーを一口すすって、俺は開けはなった窓の向こうに優しい息吹を吐きだした。

○4059|105○　朝の薄幕に覆われた、太陽から中天へかけての淡いグラデーション。
●4059|105●　朝の薄幕に覆われた、太陽から中天へかけての淡いグラデーション。

○4204|79○　静かな住宅街にひびく小鳥のさえずり。
●4204|79●　静かな住宅街にひびく小鳥のさえずり。

○4323|85○　坂道を駆けおりてゆくランドセルの子供たち。
●4323|85●　坂道を駆けおりてゆくランドセルの子供たち。

○4448|147○　窓を開けて爽涼な朝の空気を茶請けにすれば、安物のインスタントでもいっぱしの風味に思えてくるから不思議だ。
●4448|147●　窓を開けて爽涼な朝の空気を茶請けにすれば、安物のインスタントでもいっぱしの風味に思えてくるから不思議だ。

○4635|149○　時間どおりに起きられれば、こんな優雅なひとときを過ごせるんだな。昨日、夕方から寝ておいてよかった、ははは。
●4635|149●　時間どおりに起きられれば、こんな優雅なひとときを過ごせるんだな。昨日、夕方から寝ておいてよかった、ははは。

○4824|83○　机の上には、広げたままのノートと教科書。
●4824|83●　机の上には、広げたままのノートと教科書。

○4947|145○　あまりに暇だったからと真面目に宿題を始めてみれば、安眠そして快適な起床と、二つもの副産物まで得られた。
●4947|145●　あまりに暇だったからと真面目に宿題を始めてみれば、安眠そして快適な起床と、二つもの副産物まで得られた。

○5132|139○　これで主目的さえ果たされていればなお良かったんだけど、いくらなんでもそれは多くを望みすぎだろう。
●5132|139●　これで主目的さえ果たされていればなお良かったんだけど、いくらなんでもそれは多くを望みすぎだろう。

○5311|46○T舞人
●5311|46●T舞人

○5357|79○「まあ、やる気だけはあったんだけどな」
●5357|79●「まあ、やる気だけはあったんだけどな」

○5516|85○　俺はしょんぼりうなだれて、カップを置いた。
●5516|85●　俺はしょんぼりうなだれて、カップを置いた。

○5641|119○　純白のノートを虚しくパラパラとめくってから、教科書といっしょに鞄に詰めこむ。
●5641|119●　純白のノートを虚しくパラパラとめくってから、教科書といっしょに鞄に詰めこむ。

○5800|151○　しょせん人は一度に多くを変えられない。ならば浮世の憂慮は忘れ、今はただこの豊かな風味に酔いしれていよう……。
●5800|151●　しょせん人は一度に多くを変えられない。ならば浮世の憂慮は忘れ、今はただこの豊かな風味に酔いしれていよう……。

○6048|44○T声
●6048|44●T声

○6151|73○「おにいちゃん、起きてる……？」
●6151|73●「おにいちゃん、起きてる……？」

○6304|97○　俺は声の方へ振りかえり、叩かれたドアに向かって答えた。
●6304|97●　俺は声の方へ振りかえり、叩かれたドアに向かって答えた。

○6481|54○TBGSP_03a.gpd
●6481|54●TBGSP_03a.gpd

○6585|46○T舞人
●6585|46●T舞人

○6631|63○「開いてるよ。どうぞ」
●6631|63●「開いてるよ。どうぞ」

○6734|44○T声
●6734|44●T声

○6837|59○「お邪魔しまーす」
●6837|59●「お邪魔しまーす」

○7152|46○T青葉
●7152|46●T青葉

○7257|61○「お、おはよー……」
●7257|61●「お、おはよー……」

○7358|46○T舞人
●7358|46●T舞人

○7404|59○「うん、おはよう」
●7404|59●「うん、おはよう」

○7543|135○　すでに着替えを済まし窓際で膝を立てている俺の余裕に、青葉ちゃんはすこし面食らったようだった。
●7543|135●　すでに着替えを済まし窓際で膝を立てている俺の余裕に、青葉ちゃんはすこし面食らったようだった。

○7867|46○T青葉
●7867|46●T青葉

○7972|79○「……どうしたの？　今日は早いんだね」
●7972|79●「……どうしたの？　今日は早いんだね」

○8091|46○T舞人
●8091|46●T舞人

○8137|73○「うん、ちょっと英語の課題をね」
●8137|73●「うん、ちょっと英語の課題をね」

○8340|91○　始めようとしたら寝入っちゃって、いま起きたんだ。
●8340|91●　始めようとしたら寝入っちゃって、いま起きたんだ。

○8630|46○T青葉
●8630|46●T青葉

○8735|91○「早起きしてやってたんだ。おにいちゃん、偉いなぁ」
●8735|91●「早起きしてやってたんだ。おにいちゃん、偉いなぁ」

○8866|46○T舞人
●8866|46●T舞人

○8912|53○「…………」
●8912|53●「…………」

○9005|97○　俺はあえて何も言わずに立ちあがり、キッチンに向かった。
●9005|97●　俺はあえて何も言わずに立ちあがり、キッチンに向かった。

○9142|46○T舞人
●9142|46●T舞人

○9188|145○「時間あるでしょ？　インスタントだけど、青葉ちゃんもコーヒー飲まない？　いやなこともみんな忘れられるよ」
●9188|145●「時間あるでしょ？　インスタントだけど、青葉ちゃんもコーヒー飲まない？　いやなこともみんな忘れられるよ」

○9482|46○T青葉
●9482|46●T青葉

○9587|63○「え……いやなこと？」
●9587|63●「え……いやなこと？」

○9858|89○「あ、いいよ、私やるから。おにいちゃん座ってて」
●9858|89●「あ、いいよ、私やるから。おにいちゃん座ってて」

○10117|125○　青葉ちゃんは爪先をドア側に向けてから靴を脱ぎ、慌てて俺の手からヤカンを奪いとった。
