○173|53○T_StartupDay
●173|53●T_StartupDay

○321|70○T『様子を見に行く』⇒変化なし
●321|70●T『様子を見に行く』⇒変化なし

○391|70○T『メールでせかす』⇒変化なし
●391|70●T『メールでせかす』⇒変化なし

○958|49○TCmn0611
●958|49●TCmn0611

○1147|57○T_CreateSaveText
●1147|57●T_CreateSaveText

○1204|53○T_PrintParam
●1204|53●T_PrintParam

○1307|54○TBGSP_01a.gpd
●1307|54●TBGSP_01a.gpd

○1451|129○　さて、中間テストもいよいよ四日目だ。今日も今日とて苦行の待つ学び舎へ出かけるとするか。
●1451|129●　さて、中間テストもいよいよ四日目だ。今日も今日とて苦行の待つ学び舎へ出かけるとするか。

○1620|46○T舞人
●1620|46●T舞人

○1666|53○「…………」
●1666|53●「…………」

○1799|71○　ふと隣室のドアに目がとまる。
●1799|71●　ふと隣室のドアに目がとまる。

○1910|75○　青葉ちゃん、今日は来なかったな。
●1910|75●　青葉ちゃん、今日は来なかったな。

○2025|177○　それが普通……っていうか当たりまえなんだけど、ここ二ヵ月近くは毎朝のように来てくれてたから、この状況の方が非日常みたいに感じてしまう。
●2025|177●　それが普通……っていうか当たりまえなんだけど、ここ二ヵ月近くは毎朝のように来てくれてたから、この状況の方が非日常みたいに感じてしまう。

○2242|46○T舞人
●2242|46●T舞人

○2288|77○「それは甘えというものだよ、舞人君」
●2288|77●「それは甘えというものだよ、舞人君」

○2445|89○　腕を組んで閉ざされた冷たいドアを眺めていると、
●2445|89●　腕を組んで閉ざされた冷たいドアを眺めていると、

○2574|44○T声
●2574|44●T声

○2677|75○「青葉っ、忘れもんねぇだろうな！」
●2677|75●「青葉っ、忘れもんねぇだろうな！」

○2832|105○　その鉄板一枚を隔てた向こうから、ぶっきらぼうな蛮声が放たれた。
●2832|105●　その鉄板一枚を隔てた向こうから、ぶっきらぼうな蛮声が放たれた。

○2977|83○　朝から耳をつんざく威勢のいいこの声は……
●2977|83●　朝から耳をつんざく威勢のいいこの声は……

○3100|44○T声
●3100|44●T声

○3203|83○「だいじょぶだよ。それじゃ行ってきまーす」
●3203|83●「だいじょぶだよ。それじゃ行ってきまーす」

○3435|46○T青葉
●3435|46●T青葉

○3540|51○「……あ」
●3540|51●「……あ」

○3631|46○T舞人
●3631|46●T舞人

○3677|55○「お、おはよ」
●3677|55●「お、おはよ」

○3881|46○T青葉
●3881|46●T青葉

○3986|59○「うん、おはよー」
●3986|59●「うん、おはよー」

○4125|91○　青葉ちゃんの笑顔はいつにも増して晴れやかだった。
●4125|91●　青葉ちゃんの笑顔はいつにも増して晴れやかだった。

○4256|46○T舞人
●4256|46●T舞人

○4302|67○「シゲさん戻ってきたの？」
●4302|67●「シゲさん戻ってきたの？」

○4518|46○T青葉
●4518|46●T青葉

○4623|99○「うん、昨日おそくにね。おにいちゃんにも会いたがってたよ」
●4623|99●「うん、昨日おそくにね。おにいちゃんにも会いたがってたよ」

○4762|46○T舞人
●4762|46●T舞人

○4808|59○「あ、ほんとに？」
●4808|59●「あ、ほんとに？」

○4947|91○　俺、なんか妙にシゲさんに気に入られてるんだよな。
●4947|91●　俺、なんか妙にシゲさんに気に入られてるんだよな。

○5078|46○T舞人
●5078|46●T舞人

○5124|75○「じゃあ夜にでも挨拶してくるかな」
●5124|75●「じゃあ夜にでも挨拶してくるかな」

○5279|97○　しかし、いまはとりあえず地獄への道を進まねばなるまい。
●5279|97●　しかし、いまはとりあえず地獄への道を進まねばなるまい。

○5416|99○　俺は森家の扉を一瞥してから、外界への階段を下っていった。
●5416|99●　俺は森家の扉を一瞥してから、外界への階段を下っていった。

○5757|54○TBGSU_18a.gpd
●5757|54●TBGSU_18a.gpd

○6109|97○　ちょうどアパートの下にいた雪村も合流して、三人で登校。
●6109|97●　ちょうどアパートの下にいた雪村も合流して、三人で登校。

○6246|95○　話題はもっぱら、森家の大黒柱・繁幸氏についてだった。
●6246|95●　話題はもっぱら、森家の大黒柱・繁幸氏についてだった。

○6381|46○T青葉
●6381|46●T青葉

○6486|95○「あのにいちゃんは面白いやつだ、っていつも言ってるよ」
●6486|95●「あのにいちゃんは面白いやつだ、っていつも言ってるよ」

○6789|95○「うちのお父さん、おにいちゃんのこと大好きなんだもん」
●6789|95●「うちのお父さん、おにいちゃんのこと大好きなんだもん」

○7033|46○T小町
●7033|46●T小町

