○173|53○T_StartupDay
●173|53●T_StartupDay

○321|66○T『妨害に出る』⇒変化なし
●321|66●T『妨害に出る』⇒変化なし

○387|68○T『黙って見守る』⇒希望＋１
●387|68●T『黙って見守る』⇒希望＋１

○987|49○TCmn0408
●987|49●TCmn0408

○1160|57○T_CreateSaveText
●1160|57●T_CreateSaveText

○1217|53○T_PrintParam
●1217|53●T_PrintParam

○1327|46○T舞人
●1327|46●T舞人

○1373|159○「というわけだから、古くなって腐ってしまった牛乳にも、床や家具などを綺麗にするというお得な使い道が残されているわけだ」
●1373|159●「というわけだから、古くなって腐ってしまった牛乳にも、床や家具などを綺麗にするというお得な使い道が残されているわけだ」

○1572|46○T山彦
●1572|46●T山彦

○1677|77○「あ？　ちょっと待てよ、牛乳だろ？」
●1677|77●「あ？　ちょっと待てよ、牛乳だろ？」

○1853|117○「牛乳と言やあ、いわゆる牛乳だ。乾くと例のヤバい臭いが残るんじゃないのか？」
●1853|117●「牛乳と言やあ、いわゆる牛乳だ。乾くと例のヤバい臭いが残るんじゃないのか？」

○2010|46○T舞人
●2010|46●T舞人

○2056|115○「大丈夫、アンモニアは揮発性だからいずれ蒸発する。安心してお使いください」
●2056|115●「大丈夫、アンモニアは揮発性だからいずれ蒸発する。安心してお使いください」

○2211|46○T山彦
●2211|46●T山彦

○2316|69○「な、なるほど、そうなのか」
●2316|69●「な、なるほど、そうなのか」

○2425|46○T舞人
●2425|46●T舞人

○2471|115○「どうだ、為になっただろう。機会があれば全国のミセスにも教えてやるといい」
●2471|115●「どうだ、為になっただろう。機会があれば全国のミセスにも教えてやるといい」

○2626|46○T山彦
●2626|46●T山彦

○2731|123○「ちっ、やるじゃないか舞人。おかげで俺はマダムキラーの称号を獲得したようなもんだ」
●2731|123●「ちっ、やるじゃないか舞人。おかげで俺はマダムキラーの称号を獲得したようなもんだ」

○2894|46○T舞人
●2894|46●T舞人

○2940|99○「ふふん、いまのトークはかなりの高得点を叩きだしただろう」
●2940|99●「ふふん、いまのトークはかなりの高得点を叩きだしただろう」

○3079|46○T山彦
●3079|46●T山彦

○3184|73○「くそっ、負けちゃいらんねえ！」
●3184|73●「くそっ、負けちゃいらんねえ！」

○3356|121○「よし、それじゃ今度は俺の番だな。こっちのテーマは『なぜジーンズは青いのか』だ」
●3356|121●「よし、それじゃ今度は俺の番だな。こっちのテーマは『なぜジーンズは青いのか』だ」

○3576|123○「それははるか昔にさかのぼる。かつてアメリカ大陸に移民した西部の開拓者たちは……」
●3576|123●「それははるか昔にさかのぼる。かつてアメリカ大陸に移民した西部の開拓者たちは……」

○3739|46○T舞人
●3739|46●T舞人

○3785|153○「あ、悪い。それ知ってる。開拓者が履き物に、ガラガラヘビの嫌う染料を使ったんだろ。で、それがたまたま青かったと」
●3785|153●「あ、悪い。それ知ってる。開拓者が履き物に、ガラガラヘビの嫌う染料を使ったんだろ。で、それがたまたま青かったと」

○3978|46○T山彦
●3978|46●T山彦

○4083|51○「な……」
●4083|51●「な……」

○4233|75○「き、貴様どこでそんな知識を……」
●4233|75●「き、貴様どこでそんな知識を……」

○4348|46○T舞人
●4348|46●T舞人

○4394|89○「ふふん。この勝負、どうやら俺の勝ちのようだな」
●4394|89●「ふふん。この勝負、どうやら俺の勝ちのようだな」

○4613|46○T山彦
●4613|46●T山彦

○4718|75○「くっそおおお、負けちまったあ！」
●4718|75●「くっそおおお、負けちまったあ！」

○4883|53○「…………」
●4883|53●「…………」

○4976|46○T舞人
●4976|46●T舞人

○5022|53○「…………」
●5022|53●「…………」

○5115|46○T山彦
●5115|46●T山彦

○5161|53○「…………」
●5161|53●「…………」

○5313|103○「って、別に何を賭けてたでもなし、たいして悔しくもねーけどな」
●5313|103●「って、別に何を賭けてたでもなし、たいして悔しくもねーけどな」

○5456|46○T舞人
●5456|46●T舞人

○5502|51○「まあ……
●5502|51●「まあ……

○5603|55○そうだろうな」
●5603|55●そうだろうな」

○5795|54○TBGSP_10a.gpd
●5795|54●TBGSP_10a.gpd

○5989|61○　穏やかな昼下がり。
●5989|61●　穏やかな昼下がり。

○6090|99○　薄紅に色づいた街路樹が、平凡な通りを華やかに彩っている。
●6090|99●　薄紅に色づいた街路樹が、平凡な通りを華やかに彩っている。

○6229|141○　花弁を拾って舞いあげる風にはまだ冷たさが残ってるけど、街を包む空気はもう充分に春めいていて暖かい。
