○158|53○T_StartupDay
●158|53●T_StartupDay

○266|76○T『つきあう』⇒希望＋１、つばさ＋１
●266|76●T『つきあう』⇒希望＋１、つばさ＋１

○342|64○T『ことわる』⇒変化なし
●342|64●T『ことわる』⇒変化なし

○963|49○TCmn0506
●963|49●TCmn0506

○1148|57○T_CreateSaveText
●1148|57●T_CreateSaveText

○1205|53○T_PrintParam
●1205|53●T_PrintParam

○1365|54○TBGSP_06e.gpd
●1365|54●TBGSP_06e.gpd

○1528|46○T浅間
●1528|46●T浅間

○1633|171○「というわけだ。明日から四連休だが、いま配った結果が芳しくなかった者は特に気を引きしめ、羽目を外しすぎることのないように。いいな」
●1633|171●「というわけだ。明日から四連休だが、いま配った結果が芳しくなかった者は特に気を引きしめ、羽目を外しすぎることのないように。いいな」

○1884|54○TBGSP_06a.gpd
●1884|54●TBGSP_06a.gpd

○2028|93○　担任が去ったあとの教室は、にわかに喧騒に包まれた。
●2028|93●　担任が去ったあとの教室は、にわかに喧騒に包まれた。

○2161|135○　俺は手元に広がる憎々しい紙きれをエアプレーンに変えて、窓の向こうの澄んだ青空に投げはなった。
●2161|135●　俺は手元に広がる憎々しい紙きれをエアプレーンに変えて、窓の向こうの澄んだ青空に投げはなった。

○2393|113○　五月の風に乗る優雅な翼。俺は口笛を吹きながらその自由な姿を目で追った。
●2393|113●　五月の風に乗る優雅な翼。俺は口笛を吹きながらその自由な姿を目で追った。

○2754|46○T山彦
●2754|46●T山彦

○2859|63○「よっ、どうだった？」
●2859|63●「よっ、どうだった？」

○3071|46○T希望
●3071|46●T希望

○3176|95○「ひどいなあ相楽君、いまの見てれば聞くまでもないのに」
●3176|95●「ひどいなあ相楽君、いまの見てれば聞くまでもないのに」

○3351|103○　ひどいと言いつつ、星崎はその山彦をも凌駕する会心の笑い顔だ。
●3351|103●　ひどいと言いつつ、星崎はその山彦をも凌駕する会心の笑い顔だ。

○3494|101○　二人とも、手にはたったいま返却された保健体育のテスト用紙。
●3494|101●　二人とも、手にはたったいま返却された保健体育のテスト用紙。

○3744|46○T希望
●3744|46●T希望

○3849|83○「ねえねえ、あの紙飛行機は何点だったの？」
●3849|83●「ねえねえ、あの紙飛行機は何点だったの？」

○3972|46○T舞人
●3972|46●T舞人

○4018|103○「……人にものを尋ねるときはまず自分からというのが礼儀だろう」
●4018|103●「……人にものを尋ねるときはまず自分からというのが礼儀だろう」

○4270|46○T希望
●4270|46●T希望

○4375|65○「う、一理あるかも……」
●4375|65●「う、一理あるかも……」

○4539|51○「よしっ」
●4539|51●「よしっ」

○4767|145○　星崎は俺の机の上に自分の答案用紙を叩きつけると、腰だけ折って、座ったままでいる俺の目線に顔を近づけた。
●4767|145●　星崎は俺の机の上に自分の答案用紙を叩きつけると、腰だけ折って、座ったままでいる俺の目線に顔を近づけた。

○5101|46○T希望
●5101|46●T希望

○5206|59○「ろくじゅってん」
●5206|59●「ろくじゅってん」

○5345|159○　発声こそ勢いよかったが、口にした瞬間の微妙な表情変化は、桜井君ごときと凌ぎを削らねばならない屈辱を如実に表していた。
●5345|159●　発声こそ勢いよかったが、口にした瞬間の微妙な表情変化は、桜井君ごときと凌ぎを削らねばならない屈辱を如実に表していた。

○5544|79○　全科目の平均としては「上の下」ないし
●5544|79●　全科目の平均としては「上の下」ないし

○5663|143○「中の上」といった位置にいる星崎だから、苦手な保体とはいえ、三階級ほど下の俺には負けたくないのだろう。
●5663|143●「中の上」といった位置にいる星崎だから、苦手な保体とはいえ、三階級ほど下の俺には負けたくないのだろう。

○5846|46○T舞人
●5846|46●T舞人

○5892|73○「フッ……悪いな、俺は６５点だ」
●5892|73●「フッ……悪いな、俺は６５点だ」

○6045|101○　嗜虐心にも似たプライドが、真実に２０点ばかり水増しさせた。
●6045|101●　嗜虐心にも似たプライドが、真実に２０点ばかり水増しさせた。

○6295|46○T希望
●6295|46●T希望

○6400|55○「ありえない」
●6400|55●「ありえない」

○6535|113○　虚偽の報告は一瞬にして看破されたが、俺の平常心はすこしも乱れなかった。
●6535|113●　虚偽の報告は一瞬にして看破されたが、俺の平常心はすこしも乱れなかった。

○6688|151○　なにしろ証拠物質はすでに窓の向こうの澄んだ青空だから、今となっては星崎の異議もひとつの仮説にしかなりえない。
●6688|151●　なにしろ証拠物質はすでに窓の向こうの澄んだ青空だから、今となっては星崎の異議もひとつの仮説にしかなりえない。

○6988|46○T希望
●6988|46●T希望

○7093|67○「うそだぁ、ありえないよ」
●7093|67●「うそだぁ、ありえないよ」

○7368|79○「ね、正直に言っちゃおうよ。うそっこで
●7368|79●「ね、正直に言っちゃおうよ。うそっこで

○7487|49○しょ？」
●7487|49●しょ？」

○7576|46○T舞人
●7576|46●T舞人

○7622|105○「ははは。負け犬の遠吠えは自らをおとしめるだけですよ、星崎さん」
●7622|105●「ははは。負け犬の遠吠えは自らをおとしめるだけですよ、星崎さん」

○7807|119○　俺は椅子の上にふんぞりかえり、星崎の手を蹴散らして机に自らの長い足を置いた。
●7807|119●　俺は椅子の上にふんぞりかえり、星崎の手を蹴散らして机に自らの長い足を置いた。

○8075|46○T希望
●8075|46●T希望

○8121|53○「…………」
●8121|53●「…………」

○8214|46○T舞人
●8214|46●T舞人

○8260|75○「さ、次の相手はチミかな、相楽君」
●8260|75●「さ、次の相手はチミかな、相楽君」

○8415|107○　空想ワイングラスを揺らす俺の手に、山彦が自分の答案用紙をのせた。
●8415|107●　空想ワイングラスを揺らす俺の手に、山彦が自分の答案用紙をのせた。

○8562|46○T山彦
●8562|46●T山彦

○8667|97○「いやいや、申しわけないが相手にもなりませんよ、桜井君」
●8667|97●「いやいや、申しわけないが相手にもなりませんよ、桜井君」

○8804|46○T舞人
●8804|46●T舞人

○8850|77○「なに……は、はちじゅうはちてん？」
●8850|77●「なに……は、はちじゅうはちてん？」

○9007|109○　いまにも光を発さんばかりの答案を手に、俺は驚愕の叫びをあげていた。
