○158|53○T_StartupDay
●158|53●T_StartupDay

○266|76○T『声をかける』⇒小町＋１、青葉＋１
●266|76●T『声をかける』⇒小町＋１、青葉＋１

○342|68○T『声をかけない』⇒変化なし
●342|68●T『声をかけない』⇒変化なし

○1300|49○TCmn0510
●1300|49●TCmn0510

○1493|57○T_CreateSaveText
●1493|57●T_CreateSaveText

○1550|53○T_PrintParam
●1550|53●T_PrintParam

○1653|54○TBGSP_02a.gpd
●1653|54●TBGSP_02a.gpd

○1757|46○T舞人
●1757|46●T舞人

○1803|57○「はーあー……」
●1803|57●「はーあー……」

○1940|123○　インスタントラーメンの完成を待つ三分のあいだ、一再ならず無意識の溜息がこぼれた。
●1940|123●　インスタントラーメンの完成を待つ三分のあいだ、一再ならず無意識の溜息がこぼれた。

○2103|169○　惰性でつけっぱなしていたテレビの中では、壮年の男性キャスターが、帰省ラッシュのピークは峠を超えたと全国のお茶の間に伝えている。
●2103|169●　惰性でつけっぱなしていたテレビの中では、壮年の男性キャスターが、帰省ラッシュのピークは峠を超えたと全国のお茶の間に伝えている。

○2312|46○T舞人
●2312|46●T舞人

○2358|57○「はーあー……」
●2358|57●「はーあー……」

○2495|157○　明日からはまた学び舎を往復する日常が始まる。交通情報とは無縁のまま、俺の黄金週間はそっと終焉を迎えようとしていた。
●2495|157●　明日からはまた学び舎を往復する日常が始まる。交通情報とは無縁のまま、俺の黄金週間はそっと終焉を迎えようとしていた。

○2692|52○Tキャスター
●2692|52●Tキャスター

○2803|99○『それでは山本レポーターを呼んでみましょう。山本さーん？』
●2803|99●『それでは山本レポーターを呼んでみましょう。山本さーん？』

○2942|54○TBGSP_02f.gpd
●2942|54●TBGSP_02f.gpd

○3086|95○　画面がスタジオから、国内線の空港ロビーに切りかわる。
●3086|95●　画面がスタジオから、国内線の空港ロビーに切りかわる。

○3221|52○Tレポーター
●3221|52●Tレポーター

○3332|149○『えー、こちらは、それぞれの余暇を過ごされてきた方々の姿で賑わっております。ちょっとお話を伺ってみましょう』
●3332|149●『えー、こちらは、それぞれの余暇を過ごされてきた方々の姿で賑わっております。ちょっとお話を伺ってみましょう』

○3580|91○『すいません、この連休はどちらで過ごされましたか』
●3580|91●『すいません、この連休はどちらで過ごされましたか』

○3711|46○T舞人
●3711|46●T舞人

○3757|63○「はい、さくら荘です」
●3757|63●「はい、さくら荘です」

○3900|119○　俺はカップのフタを切りはなしながら、画面の中の女レポーターに愛想よく答えた。
●3900|119●　俺はカップのフタを切りはなしながら、画面の中の女レポーターに愛想よく答えた。

○4059|52○Tレポーター
●4059|52●Tレポーター

○4170|109○『まあ、そんな遠くまで？　うわあ、いいですねえ、羨ましいかぎりです』
●4170|109●『まあ、そんな遠くまで？　うわあ、いいですねえ、羨ましいかぎりです』

○4359|119○　しかし女は俺の言葉に耳を貸さず、まるで別の人間と話をしているかのようだった。
●4359|119●　しかし女は俺の言葉に耳を貸さず、まるで別の人間と話をしているかのようだった。

○4518|52○Tレポーター
●4518|52●Tレポーター

○4629|77○『お食事は何を召しあがりましたか？』
●4629|77●『お食事は何を召しあがりましたか？』

○4746|46○T舞人
●4746|46●T舞人

○4792|65○「ええ、カップ麺を少々」
●4792|65●「ええ、カップ麺を少々」

○4897|52○Tレポーター
●4897|52●Tレポーター

○5008|107○『あら、なんて豪勢な……！　ちょっと皆さん、お聞きになりました？』
●5008|107●『あら、なんて豪勢な……！　ちょっと皆さん、お聞きになりました？』

○5155|46○T舞人
●5155|46●T舞人

○5201|91○「ははは、せっかくのゴールデンウィークですからね」
●5201|91●「ははは、せっかくのゴールデンウィークですからね」

○5372|107○　俺はずるずる音を立てて、その豪勢だと言われた味気ない麺をすする。
●5372|107●　俺はずるずる音を立てて、その豪勢だと言われた味気ない麺をすする。

○5519|46○T舞人
●5519|46●T舞人

○5565|57○「はーあー……」
●5565|57●「はーあー……」

○5702|79○　口の中いっぱいにむなしさが広がった。
●5702|79●　口の中いっぱいにむなしさが広がった。

○5821|179○　ふん、はるかなるリゾート地で豪勢な名物料理だと？　そんな余暇の過ごし方は邪道だね。俺のように、文字通り暇を余してこその余暇というものだ。
●5821|179●　ふん、はるかなるリゾート地で豪勢な名物料理だと？　そんな余暇の過ごし方は邪道だね。俺のように、文字通り暇を余してこその余暇というものだ。

○6040|185○　休日というのは本来、疲労の蓄積した体を休めるためのものじゃないか。なにを好き好んで南の島くんだりまで飛んでいって疲れを貯めこまねばならんのだ。
●6040|185●　休日というのは本来、疲労の蓄積した体を休めるためのものじゃないか。なにを好き好んで南の島くんだりまで飛んでいって疲れを貯めこまねばならんのだ。

○6265|123○　そんな酔狂なことをする奴は頭がおかしいんだ。きっとテストの点数も一桁に違いない。
●6265|123●　そんな酔狂なことをする奴は頭がおかしいんだ。きっとテストの点数も一桁に違いない。

○6428|153○　俺は皮肉に顔を歪めながら、ブラウン管の向こうでレポーターと対話しているアホ面を冷やかしのつもりで注視してみた。
●6428|153●　俺は皮肉に顔を歪めながら、ブラウン管の向こうでレポーターと対話しているアホ面を冷やかしのつもりで注視してみた。

○6791|54○TBGSP_20d.gpd
●6791|54●TBGSP_20d.gpd

○6995|46○T舞人
●6995|46●T舞人

○7041|53○「ぶはっ！」
●7041|53●「ぶはっ！」

○7224|123○　画面に映ったその見覚えのある天才面に、俺は思わず口の中の麺をぶちまけてしまった。
●7224|123●　画面に映ったその見覚えのある天才面に、俺は思わず口の中の麺をぶちまけてしまった。

○7387|46○T舞人
●7387|46●T舞人

○7433|63○「な……や、八重樫？」
●7433|63●「な……や、八重樫？」

○7576|113○　な、なにゆえ奴が……？　テスト一桁どころか、三桁の人間じゃないか……。
●7576|113●　な、なにゆえ奴が……？　テスト一桁どころか、三桁の人間じゃないか……。

○7729|52○Tレポーター
●7729|52●Tレポーター

○7840|75○『失礼ですけど、学生さんですか？』
●7840|75●『失礼ですけど、学生さんですか？』

○7955|48○Tつばさ
●7955|48●Tつばさ

○8062|61○『いえ、モデルです』
