○173|53○T_StartupDay
●173|53●T_StartupDay

○266|49○TCmn0301
●266|49●TCmn0301

○433|57○T_CreateSaveText
●433|57●T_CreateSaveText

○490|53○T_PrintParam
●490|53●T_PrintParam

○605|54○TBGWI_15a.gpd
●605|54●TBGWI_15a.gpd

○749|63○　風がただ冷たかった。
●749|63●　風がただ冷たかった。

○852|97○　降り注ぐ日差しは眩しくも、どこか弱々しさを感じさせる。
●852|97●　降り注ぐ日差しは眩しくも、どこか弱々しさを感じさせる。

○989|119○　少し弱めの風に揺れる二本の桜。その根元に座り込みながら、ただ見上げる淡い空。
●989|119●　少し弱めの風に揺れる二本の桜。その根元に座り込みながら、ただ見上げる淡い空。

○1148|81○　空虚に染まりそうな心を懸命に叱咤する。
●1148|81●　空虚に染まりそうな心を懸命に叱咤する。

○1269|105○　白と黒。二色に埋もれる世界に、必死で色を見出そうと目を凝らす。
●1269|105●　白と黒。二色に埋もれる世界に、必死で色を見出そうと目を凝らす。

○1414|87○　無意識のうちに浮かんでいた、自嘲めいた笑み。
●1414|87●　無意識のうちに浮かんでいた、自嘲めいた笑み。

○1541|79○　気づけば、いつしか流れる口笛の音色。
●1541|79●　気づけば、いつしか流れる口笛の音色。

○1660|89○　まだ終わってはいない。終わらせるつもりもない。
●1660|89●　まだ終わってはいない。終わらせるつもりもない。

○1834|46○T舞人
●1834|46●T舞人

○1880|69○「まあ、諦めは悪い方だから」
●1880|69●「まあ、諦めは悪い方だから」

○2029|101○　苦笑しながら振り向けば、いつしかそこには桜香の姿があった。
●2029|101●　苦笑しながら振り向けば、いつしかそこには桜香の姿があった。

○2279|46○T桜香
●2279|46●T桜香

○2384|85○「まだ……追い続けるつもりなのですか……？」
●2384|85●「まだ……追い続けるつもりなのですか……？」

○2549|67○　静かで寂しげな声が響く。
●2549|67●　静かで寂しげな声が響く。

○2656|99○　俺は言葉にする事もなく、ただ苦笑を浮かべてそれに答えた。
●2656|99●　俺は言葉にする事もなく、ただ苦笑を浮かべてそれに答えた。

○2904|46○T桜香
●2904|46●T桜香

○3009|73○「私は人間が好きではありません」
●3009|73●「私は人間が好きではありません」

○3181|81○「いえ……むしろ嫌悪感すら抱いています」
●3181|81●「いえ……むしろ嫌悪感すら抱いています」

○3361|73○「人間は必ず裏切りますから……」
●3361|73●「人間は必ず裏切りますから……」

○3533|125○「孤独という言葉の意味すら知ろうともせず、平然と大切なものを奪うことが出来ますから」
●3533|125●「孤独という言葉の意味すら知ろうともせず、平然と大切なものを奪うことが出来ますから」

○3757|77○「一度だけではなく……何度でも……」
●3757|77●「一度だけではなく……何度でも……」

○3914|103○　まるで過去から逃げるかのように、桜香はそっと視線を逸らした。
●3914|103●　まるで過去から逃げるかのように、桜香はそっと視線を逸らした。

○4057|95○　何も言ってやれない。かけてやれる言葉が見つからない。
●4057|95●　何も言ってやれない。かけてやれる言葉が見つからない。

○4192|123○　その二度目の孤独を与えてしまったのは、桜香の前から消え去った、この俺なんだから。
●4192|123●　その二度目の孤独を与えてしまったのは、桜香の前から消え去った、この俺なんだから。

○4355|73○　ただ、それでも違う、と思った。
●4355|73●　ただ、それでも違う、と思った。

○4468|73○　間違っているとはっきり言えた。
●4468|73●　間違っているとはっきり言えた。

○4581|99○　畏怖という名の感情の前に、一人でいる事を望んでいた日々。
●4581|99●　畏怖という名の感情の前に、一人でいる事を望んでいた日々。

○4720|87○　抱いてしまった感情を肯定し、二人でいた日々。
●4720|87●　抱いてしまった感情を肯定し、二人でいた日々。

○4847|101○　充実していたのはどちらなのか。幸せだったのはどちらなのか。
●4847|101●　充実していたのはどちらなのか。幸せだったのはどちらなのか。

○4988|101○　考えるまでもない。俺は求めてしまったのだから。その日々を。
●4988|101●　考えるまでもない。俺は求めてしまったのだから。その日々を。

○5129|79○　一人でいる自由よりも二人でいる充足。
●5129|79●　一人でいる自由よりも二人でいる充足。

○5248|87○　素直に孤独を恐れ、素直に誰かを求められる力。
●5248|87●　素直に孤独を恐れ、素直に誰かを求められる力。

○5375|87○　俺が憧れたのは、きっと、そんな力なのだから。
●5375|87●　俺が憧れたのは、きっと、そんな力なのだから。

○5611|46○T桜香
●5611|46●T桜香

○5716|129○「教えて下さい。あなたにとって、人間というものはそれほどまでに素晴らしいものなのですか」
●5716|129●「教えて下さい。あなたにとって、人間というものはそれほどまでに素晴らしいものなのですか」

