○188|53○T_StartupDay
●188|53●T_StartupDay

○870|49○TCmn0214
●870|49●TCmn0214

○1033|57○T_CreateSaveText
●1033|57●T_CreateSaveText

○1090|53○T_PrintParam
●1090|53●T_PrintParam

○1193|54○TBGSP_06a.gpd
●1193|54●TBGSP_06a.gpd

○1356|46○T浅間
●1356|46●T浅間

○1461|49○「桜井」
●1461|49●「桜井」

○1550|46○T舞人
●1550|46●T舞人

○1596|59○「はあ、なんすか」
●1596|59●「はあ、なんすか」

○1695|46○T浅間
●1695|46●T浅間

○1800|79○「どうした、最近おとなしいじゃないか」
●1800|79●「どうした、最近おとなしいじゃないか」

○1919|46○T舞人
●1919|46●T舞人

○1965|57○「そうですかね」
●1965|57●「そうですかね」

○2062|46○T浅間
●2062|46●T浅間

○2167|69○「もう悪ふざけは飽きたのか」
●2167|69●「もう悪ふざけは飽きたのか」

○2276|46○T舞人
●2276|46●T舞人

○2322|61○「なんですか、それ」
●2322|61●「なんですか、それ」

○2532|46○T浅間
●2532|46●T浅間

○2637|171○「何を他人事のように言ってるんだ。放送室でカラオケ大会したり、プールでトロピカルジュース飲んだり、さんざんやってくれたじゃないか」
●2637|171●「何を他人事のように言ってるんだ。放送室でカラオケ大会したり、プールでトロピカルジュース飲んだり、さんざんやってくれたじゃないか」

○2848|46○T舞人
●2848|46●T舞人

○2894|75○「あ、じゃあ、またやりましょうか」
●2894|75●「あ、じゃあ、またやりましょうか」

○3118|46○T浅間
●3118|46●T浅間

○3223|85○「馬鹿を言うな、誰もそんなことは言ってない」
●3223|85●「馬鹿を言うな、誰もそんなことは言ってない」

○3516|97○「しかし……まあ、職員会議で俺が庇える程度にしておけよ」
●3516|97●「しかし……まあ、職員会議で俺が庇える程度にしておけよ」

○3653|46○T舞人
●3653|46●T舞人

○3699|69○「しませんって、そんなこと」
●3699|69●「しませんって、そんなこと」

○3917|46○T浅間
●3917|46●T浅間

○4022|55○「そうか……」
●4022|55●「そうか……」

○4117|46○T舞人
●4117|46●T舞人

○4163|65○「用はそれだけですか？」
●4163|65●「用はそれだけですか？」

○4268|46○T浅間
●4268|46●T浅間

○4373|59○「まあ、そうだが」
●4373|59●「まあ、そうだが」

○4472|46○T舞人
●4472|46●T舞人

○4518|65○「そうですか。それじゃ」
●4518|65●「そうですか。それじゃ」

○4623|46○T浅間
●4623|46●T浅間

○4728|57○「あ、ああ……」
●4728|57●「あ、ああ……」

○4865|91○　浅間はいったん去りかけたが、すぐに振りかえった。
●4865|91●　浅間はいったん去りかけたが、すぐに振りかえった。

○5105|46○T浅間
●5105|46●T浅間

○5210|49○「桜井」
●5210|49●「桜井」

○5299|46○T舞人
●5299|46●T舞人

○5345|49○「はい」
●5345|49●「はい」

○5543|46○T浅間
●5543|46●T浅間

○5648|67○「禍福は糾える縄のごとし」
●5648|67●「禍福は糾える縄のごとし」

○5755|46○T舞人
●5755|46●T舞人

○5801|49○「は？」
●5801|49●「は？」

○5890|46○T浅間
●5890|46●T浅間

○5995|67○「脱皮できない蛇は滅びる」
●5995|67●「脱皮できない蛇は滅びる」

○6102|46○T舞人
●6102|46●T舞人

○6148|49○「はあ」
●6148|49●「はあ」

○6237|46○T浅間
