○310|53○T_StartupDay
●310|53●T_StartupDay

○418|49○TCmn0719
●418|49●TCmn0719

○609|57○T_CreateSaveText
●609|57●T_CreateSaveText

○666|53○T_PrintParam
●666|53●T_PrintParam

○719|54○TBGSU_10a.gpd
●719|54●TBGSU_10a.gpd

○863|125○　俺の前をいちゃいちゃと歩く、ちっちゃなカップル。ああ、なんて見覚えのある姿だろう。
●863|125●　俺の前をいちゃいちゃと歩く、ちっちゃなカップル。ああ、なんて見覚えのある姿だろう。

○1028|133○　邪魔はしたくない。だが、しなければならない。こんな時には母親のしつけを心から恨みたくなる。
●1028|133●　邪魔はしたくない。だが、しなければならない。こんな時には母親のしつけを心から恨みたくなる。

○1201|87○　礼儀正しく育ってしまった俺を恨むなよ、和人。
●1201|87●　礼儀正しく育ってしまった俺を恨むなよ、和人。

○1535|53○　ズドム！！
●1535|53●　ズドム！！

○1678|46○T舞人
●1678|46●T舞人

○1724|147○「よお。和人元気か。元気だな。デートなんかして腕なんか組んで笑い声なんかも聞こえたりするしなグリグリグリ」
●1724|147●「よお。和人元気か。元気だな。デートなんかして腕なんか組んで笑い声なんかも聞こえたりするしなグリグリグリ」

○2020|46○T少女
●2020|46●T少女

○2125|75○「こらあ！　和人になにするのよ！」
●2125|75●「こらあ！　和人になにするのよ！」

○2447|57○　ドズンッ！！！
●2447|57●　ドズンッ！！！

○2594|75○　お星様が視界いっぱいに広がった。
●2594|75●　お星様が視界いっぱいに広がった。

○2709|46○T舞人
●2709|46●T舞人

○2755|87○「す…すまっしゅとは……通好みなパンチを……」
●2755|87●「す…すまっしゅとは……通好みなパンチを……」

○2882|46○T和人
●2882|46●T和人

○2987|97○「舞人にい、瑛は手が早いから気をつけないと命に関わるよ」
●2987|97●「舞人にい、瑛は手が早いから気をつけないと命に関わるよ」

○3164|99○　ベリッという音と共に、和人が地面から顔をはがして言った。
●3164|99●　ベリッという音と共に、和人が地面から顔をはがして言った。

○3303|115○　いや、あの状況で驚きもせずに、いきなり拳が飛んでくるとは普通は思うまい。
●3303|115●　いや、あの状況で驚きもせずに、いきなり拳が飛んでくるとは普通は思うまい。

○3458|109○　赤く腫れ上がった頬を押さえながら、俺は目の前の少女に戦慄を覚えた。
●3458|109●　赤く腫れ上がった頬を押さえながら、俺は目の前の少女に戦慄を覚えた。

○3865|44○T瑛
●3865|44●T瑛

○3968|77○「わ、わたし、手なんか早くないもん」
●3968|77●「わ、わたし、手なんか早くないもん」

○4125|87○　恥ずかしそうに顔を赤らめ、不満げに言う少女。
●4125|87●　恥ずかしそうに顔を赤らめ、不満げに言う少女。

○4252|87○　赤く長い髪に、チェックのリボンがよく目立つ。
●4252|87●　赤く長い髪に、チェックのリボンがよく目立つ。

○4379|103○　少し気の強そうな瞳に、可愛いとも綺麗ともとれる整った顔立ち。
●4379|103●　少し気の強そうな瞳に、可愛いとも綺麗ともとれる整った顔立ち。

○4522|65○　瑛、とか言ったよな今。
●4522|65●　瑛、とか言ったよな今。

○4627|151○　なるほど、これが和人の恋人か。数年も経ったら相当な美少女になることだろう。星崎ともいい勝負するかもしれない。
●4627|151●　なるほど、これが和人の恋人か。数年も経ったら相当な美少女になることだろう。星崎ともいい勝負するかもしれない。

○4818|109○　しかも加えて、かなりの使い手。ハードパンチャー。なかなかの逸材だ。
●4818|109●　しかも加えて、かなりの使い手。ハードパンチャー。なかなかの逸材だ。

○4967|46○T舞人
●4967|46●T舞人

○5013|55○「成長したな」
●5013|55●「成長したな」

○5148|91○　目頭をハンカチで押さえつつ、俺は和人の肩を叩く。
●5148|91●　目頭をハンカチで押さえつつ、俺は和人の肩を叩く。

○5388|46○T和人
●5388|46●T和人

○5493|85○「舞人にい……何か勘違いしてるでしょ、絶対」
●5493|85●「舞人にい……何か勘違いしてるでしょ、絶対」

○5618|46○T舞人
●5618|46●T舞人

○5664|143○「勘違いも信じれば真実になる。まあ、とりあえず自己紹介といこうじゃないか。和人の未来の嫁さんに乾杯だ」
