○158|53○T_StartupDay
●158|53●T_StartupDay

○251|88○T『外出しちゃおうかなっ』⇒希望＋１、つばさ＋１
●251|88●T『外出しちゃおうかなっ』⇒希望＋１、つばさ＋１

○339|76○T『洗濯しちゃおうかなっ』⇒変化なし
●339|76●T『洗濯しちゃおうかなっ』⇒変化なし

○1459|96○T『星崎に奇声電話をかける』⇒希望＋１、希望フラグ４Ｏｎ
●1459|96●T『星崎に奇声電話をかける』⇒希望＋１、希望フラグ４Ｏｎ

○1555|78○T『星崎に爪楊枝を射出する』⇒変化なし
●1555|78●T『星崎に爪楊枝を射出する』⇒変化なし

○2327|49○TCmn0529
●2327|49●TCmn0529

○2512|57○T_CreateSaveText
●2512|57●T_CreateSaveText

○2569|53○T_PrintParam
●2569|53●T_PrintParam

○2672|54○TBGSP_02a.gpd
●2672|54●TBGSP_02a.gpd

○2816|81○　太陽が頂点へ昇る前に起きられた日曜日。
●2816|81●　太陽が頂点へ昇る前に起きられた日曜日。

○2937|46○T舞人
●2937|46●T舞人

○2983|65○「今日はいい天気だなあ」
●2983|65●「今日はいい天気だなあ」

○3128|131○　思わずキャラにそぐわない独り言をつぶやいてしまうほど、窓から見上げた空は青く澄んでいた。
●3128|131●　思わずキャラにそぐわない独り言をつぶやいてしまうほど、窓から見上げた空は青く澄んでいた。

○3299|119○　時間もまだたっぷりあるし、こんなに気持ちよく晴れているというのなら俺は……。
●3299|119●　時間もまだたっぷりあるし、こんなに気持ちよく晴れているというのなら俺は……。

○3627|57○T_CreateSaveText
●3627|57●T_CreateSaveText

○3684|53○T_PrintParam
●3684|53●T_PrintParam

○3842|54○TBGSU_10a.gpd
●3842|54●TBGSU_10a.gpd

○4036|69○　よし、外出しちゃったぞっ。
●4036|69●　よし、外出しちゃったぞっ。

○4145|159○　俺は足取りも軽く、さくら通りを突きすすむ。ひと月ほど前まで薄桃色に咲きほこっていた桜並木も、いまはもう初夏の色合い。
●4145|159●　俺は足取りも軽く、さくら通りを突きすすむ。ひと月ほど前まで薄桃色に咲きほこっていた桜並木も、いまはもう初夏の色合い。

○4344|87○　青空には太陽。長袖のデニムが少し熱いぐらい。
●4344|87●　青空には太陽。長袖のデニムが少し熱いぐらい。

○4471|95○　こんな日は、ガラにもなく誰かに会いたくなったりする。
●4471|95●　こんな日は、ガラにもなく誰かに会いたくなったりする。

○4606|55○　誰かに……。
●4606|55●　誰かに……。

○4701|111○　胸ポケットから携帯電話を取りだし、登録した番号を呼び出そうとして……
●4701|111●　胸ポケットから携帯電話を取りだし、登録した番号を呼び出そうとして……

○4862|57○やっぱりやめた。
●4862|57●やっぱりやめた。

○4959|83○　俺はいったい、誰に電話をしたいのだろう。
●4959|83●　俺はいったい、誰に電話をしたいのだろう。

○5082|91○　誰に会いたい？　誰かに会いたい？　なんだそりゃ？
●5082|91●　誰に会いたい？　誰かに会いたい？　なんだそりゃ？

○5213|113○　あー、俺おかしいのかも……春も終わりだってのに、おセンチ病なのかなあ。
●5213|113●　あー、俺おかしいのかも……春も終わりだってのに、おセンチ病なのかなあ。

○5366|77○　どこかに電話でもしてみようかな……
●5366|77●　どこかに電話でもしてみようかな……

○5493|63○いや、だから、誰によ？
●5493|63●いや、だから、誰によ？

○5596|44○T声
●5596|44●T声

○5699|59○「なにしてんの？」
●5699|59●「なにしてんの？」

○6006|121○　携帯電話のディスプレイから視線を上げると、そこには見知った顔が二つ並んでいた。
●6006|121●　携帯電話のディスプレイから視線を上げると、そこには見知った顔が二つ並んでいた。

○6167|46○T舞人
●6167|46●T舞人

○6213|93○「なんだ、おまえらか……まあ、このさい誰でもいいや」
●6213|93●「なんだ、おまえらか……まあ、このさい誰でもいいや」

○6346|46○T希望
●6346|46●T希望

○6451|59○「……なんの話？」
●6451|59●「……なんの話？」

○6659|48○Tつばさ
●6659|48●Tつばさ

○6766|121○「一人で寂しかったところに二人の美少女が現れてああよかった、って話じゃないの？」
●6766|121●「一人で寂しかったところに二人の美少女が現れてああよかった、って話じゃないの？」

○7036|46○T希望
●7036|46●T希望

○7141|81○「そうなんだー。よかったねー、さくっち」
●7141|81●「そうなんだー。よかったねー、さくっち」

○7302|91○　俺は否定も肯定もせず、舌打ちと睨みつけで応えた。
●7302|91●　俺は否定も肯定もせず、舌打ちと睨みつけで応えた。

○7542|48○Tつばさ
●7542|48●Tつばさ

○7649|51○「電話？」
●7649|51●「電話？」

○7780|91○　八重樫が、俺の手にある携帯電話をさっと一瞥する。
●7780|91●　八重樫が、俺の手にある携帯電話をさっと一瞥する。

○8020|48○Tつばさ
●8020|48●Tつばさ

○8127|57○「うちら邪魔？」
●8127|57●「うちら邪魔？」

○8224|46○T舞人
●8224|46●T舞人

○8270|69○「いや、もう済んだからいい」
●8270|69●「いや、もう済んだからいい」

○8488|46○T希望
●8488|46●T希望

○8593|79○「だって、どこかにかけようとしてたんで
●8593|79●「だって、どこかにかけようとしてたんで

○8712|91○しょ？　ポケットから出したり引っこめたりして……」
●8712|91●しょ？　ポケットから出したり引っこめたりして……」

○8883|65○　ちっ、見られてたのか。
●8883|65●　ちっ、見られてたのか。

○8988|46○T舞人
●8988|46●T舞人

○9034|185○「違う、デザインに見とれてただけだ。いやあ、格好いいなあ、この流線型のフォルム。形状美と機能性の華麗なる融合……うーん、何度見ても飽きがこない」
●9034|185●「違う、デザインに見とれてただけだ。いやあ、格好いいなあ、この流線型のフォルム。形状美と機能性の華麗なる融合……うーん、何度見ても飽きがこない」

○9299|99○　俺はその場ですばやく出したり引っこめたりを繰りかえした。
●9299|99●　俺はその場ですばやく出したり引っこめたりを繰りかえした。

○9606|48○Tつばさ
●9606|48●Tつばさ

○9713|73○「で、誰にかけようとしてたの？」
●9713|73●「で、誰にかけようとしてたの？」

○9866|103○　くそっ。こいつら、見透かしたようにニヤニヤ笑いやがって……。
●9866|103●　くそっ。こいつら、見透かしたようにニヤニヤ笑いやがって……。

○10009|46○T舞人
●10009|46●T舞人

