○158|53○T_StartupDay
●158|53●T_StartupDay

○251|64○T『団結する』⇒青葉＋１
●251|64●T『団結する』⇒青葉＋１

○315|66○T『団結しない』⇒変化なし
●315|66●T『団結しない』⇒変化なし

○924|66○T『好きかな？』⇒小町＋１
●924|66●T『好きかな？』⇒小町＋１

○990|66○T『嫌いかな？』⇒変化なし
●990|66●T『嫌いかな？』⇒変化なし

○1823|49○TCmn0518
●1823|49●TCmn0518

○1994|57○T_CreateSaveText
●1994|57●T_CreateSaveText

○2051|53○T_PrintParam
●2051|53●T_PrintParam

○2154|44○T声
●2154|44●T声

○2257|99○『にび色のキャンバスに昇った太陽。砂の王国に一日が始まる』
●2257|99●『にび色のキャンバスに昇った太陽。砂の王国に一日が始まる』

○2455|143○『キャラバンは、上空にたちこめた群雲のごとく悠然と、しかし速やかに動きだした。シルクロードの朝は早い』
●2455|143●『キャラバンは、上空にたちこめた群雲のごとく悠然と、しかし速やかに動きだした。シルクロードの朝は早い』

○2638|54○TBGSP_02a.gpd
●2638|54●TBGSP_02a.gpd

○2782|53○　…………。
●2782|53●　…………。

○2875|123○　……しっとりとした低音が俺の意識を呼びさましたが、どうも気だるさが吹きとばない。
●2875|123●　……しっとりとした低音が俺の意識を呼びさましたが、どうも気だるさが吹きとばない。

○3038|99○　俺は上半身を起こし、しばし身動きもせずに呆然としていた。
●3038|99●　俺は上半身を起こし、しばし身動きもせずに呆然としていた。

○3177|173○　朝の心地よい目覚めにふさわしいと思って録音しておいた紀行番組のナレーションも、やはり農耕民族の俺にはいまいち耳に馴染まないようだ。
●3177|173●　朝の心地よい目覚めにふさわしいと思って録音しておいた紀行番組のナレーションも、やはり農耕民族の俺にはいまいち耳に馴染まないようだ。

○3390|59○　……つまり眠い。
●3390|59●　……つまり眠い。

○3489|46○T舞人
●3489|46●T舞人

○3535|67○「もうちょっと寝るか……」
●3535|67●「もうちょっと寝るか……」

○3682|65○　そうだな、あと五分……
●3682|65●　そうだな、あと五分……

○3787|57○いや、十分だけ。
●3787|57●いや、十分だけ。

○3884|107○　万が一寝過ごしても、青葉ちゃんが起こしに来てくれると思うし……。
●3884|107●　万が一寝過ごしても、青葉ちゃんが起こしに来てくれると思うし……。

○4031|143○　隣室の献身的な少女に感謝しながら、俺というたった一人のキャラバンは、ふたたびテントの中に潜りこんだ。
●4031|143●　隣室の献身的な少女に感謝しながら、俺というたった一人のキャラバンは、ふたたびテントの中に潜りこんだ。

○4214|59○　おやすみなさい。
●4214|59●　おやすみなさい。

○4458|49○　……。
●4458|49●　……。

○4547|53○　…………。
●4547|53●　…………。

○4640|57○　………………。
●4640|57●　………………。

○4794|44○T声
●4794|44●T声

○4897|75○「おにいちゃん！　おにいちゃん！」
●4897|75●「おにいちゃん！　おにいちゃん！」

○5012|49○　……。
●5012|49●　……。

○5101|71○　……あれ、青葉ちゃんの声だ。
●5101|71●　……あれ、青葉ちゃんの声だ。

○5212|107○　そうか、もう十分経ったのか。朝の時間は矢のように過ぎていくなあ。
●5212|107●　そうか、もう十分経ったのか。朝の時間は矢のように過ぎていくなあ。

○5416|109○　なんて呑気に考えていると、鍵をかけていなかったドアが勝手に開いて、
●5416|109●　なんて呑気に考えていると、鍵をかけていなかったドアが勝手に開いて、

○5605|54○TBGSP_02a.gpd
●5605|54●TBGSP_02a.gpd

○5768|46○T青葉
●5768|46●T青葉

○5873|69○「おにいちゃん、起きてっ！」
●5873|69●「おにいちゃん、起きてっ！」

○6022|107○　寝間着姿の青葉ちゃんが泣きだしそうに目を潤ませてとびこんできた。
●6022|107●　寝間着姿の青葉ちゃんが泣きだしそうに目を潤ませてとびこんできた。

○6129|46○T舞人
●6129|46●T舞人

○6175|115○「んー……どうひたの青葉ひゃん、朝から夜這い？　いやぁ、困るよそんな……」
●6175|115●「んー……どうひたの青葉ひゃん、朝から夜這い？　いやぁ、困るよそんな……」

○6479|46○T青葉
●6479|46●T青葉

○6584|81○「ご、ごめんなさい、寝過ごしちゃって！」
●6584|81●「ご、ごめんなさい、寝過ごしちゃって！」

○6745|153○　俺が寝癖だらけの頭をボリボリ掻いていると、青葉ちゃんは俺の枕元に膝を落として、時計を俺の眼前にかざしてみせた。
●6745|153●　俺が寝癖だらけの頭をボリボリ掻いていると、青葉ちゃんは俺の枕元に膝を落として、時計を俺の眼前にかざしてみせた。

○7045|46○T舞人
●7045|46●T舞人

○7091|57○「な、なにっ！」
●7091|57●「な、なにっ！」

○7328|115○　眠気が吹きとんだ。どうやら予定時間の三倍以上も眠りこけてしまったらしい。
●7328|115●　眠気が吹きとんだ。どうやら予定時間の三倍以上も眠りこけてしまったらしい。

○7632|46○T青葉
●7632|46●T青葉

○7737|105○「私、着替え出しておくから、おにいちゃんは早く顔を洗ってきて！」
●7737|105●「私、着替え出しておくから、おにいちゃんは早く顔を洗ってきて！」

○7882|46○T舞人
●7882|46●T舞人

○7928|69○「よ、よし、わかった……！」
●7928|69●「よ、よし、わかった……！」

○8077|159○　布団をはねとばし、洗面所に駆けこむ。俺たちはチームワークの利を活かし、一致団結して桜井舞人の登校準備にとりかかった。
●8077|159●　布団をはねとばし、洗面所に駆けこむ。俺たちはチームワークの利を活かし、一致団結して桜井舞人の登校準備にとりかかった。

○8276|61○　……あれ？　団結？
●8276|61●　……あれ？　団結？

○8377|81○　なにか違う気もするけど……どうしよう。
●8377|81●　なにか違う気もするけど……どうしよう。

○8662|57○T_CreateSaveText
●8662|57●T_CreateSaveText

○8719|53○T_PrintParam
●8719|53●T_PrintParam

○8812|135○　……まあいいか、時間もないし。青葉ちゃんが団結しようって言うから、とりあえず団結しておこう。
●8812|135●　……まあいいか、時間もないし。青葉ちゃんが団結しようって言うから、とりあえず団結しておこう。

○9132|101○　衣類の準備は幼きホームヘルパーに任せ、俺は鏡の前に立った。
●9132|101●　衣類の準備は幼きホームヘルパーに任せ、俺は鏡の前に立った。

○9273|46○T舞人
●9273|46●T舞人

