○158|53○T_StartupDay
●158|53●T_StartupDay

○321|72○T『色々やってます』⇒こだま＋１
●321|72●T『色々やってます』⇒こだま＋１

○393|70○T『いえ、なんにも』⇒変化なし
●393|70●T『いえ、なんにも』⇒変化なし

○1178|86○T『行くとも』⇒つばさ＋１、つばさフラグ２Ｏｎ
●1178|86●T『行くとも』⇒つばさ＋１、つばさフラグ２Ｏｎ

○1264|64○T『行かない』⇒変化なし
●1264|64●T『行かない』⇒変化なし

○2116|49○TCmn0418
●2116|49●TCmn0418

○2299|57○T_CreateSaveText
●2299|57●T_CreateSaveText

○2356|53○T_PrintParam
●2356|53●T_PrintParam

○2459|54○TBGSP_02a.gpd
●2459|54●TBGSP_02a.gpd

○2603|97○　目を覚ましたのは、時計のアラームが鳴る十五分前だった。
●2603|97●　目を覚ましたのは、時計のアラームが鳴る十五分前だった。

○2740|79○　目は冴えていたが、頭はにぶく重たい。
●2740|79●　目は冴えていたが、頭はにぶく重たい。

○2859|141○　あまり良くない夢を見た気もするが、漠然とした後味の悪さが残っているだけで、それ以上は思いだせない。
●2859|141●　あまり良くない夢を見た気もするが、漠然とした後味の悪さが残っているだけで、それ以上は思いだせない。

○3097|123○　そうしてベッドの上でぼんやりしているうちに、枕元で無神経な電子音が騒ぎはじめた。
●3097|123●　そうしてベッドの上でぼんやりしているうちに、枕元で無神経な電子音が騒ぎはじめた。

○3260|95○　俺はゆっくり起きあがり、アラームのスイッチを切った。
●3260|95●　俺はゆっくり起きあがり、アラームのスイッチを切った。

○3532|121○　余裕のある登校準備をしていると、いつもの時間に青葉ちゃんが玄関のドアを叩いた。
●3532|121●　余裕のある登校準備をしていると、いつもの時間に青葉ちゃんが玄関のドアを叩いた。

○3733|54○TBGSP_03a.gpd
●3733|54●TBGSP_03a.gpd

○4003|101○　俺が制服と鞄を持って扉を開けると、彼女はすこし驚いて……、
●4003|101●　俺が制服と鞄を持って扉を開けると、彼女はすこし驚いて……、

○4253|57○　すこし笑った。
●4253|57●　すこし笑った。

○4350|67○　気分の晴れない朝だった。
●4350|67●　気分の晴れない朝だった。

○4457|67○　いつもの日常が、始まる。
●4457|67●　いつもの日常が、始まる。

○4806|54○TBGSP_00a.gpd
●4806|54●TBGSP_00a.gpd

○4990|69○　空は嫌味なほどに青かった。
●4990|69●　空は嫌味なほどに青かった。

○5099|129○　表に出ると、雪村が建物の外壁に手をついて、革靴の中に黒いソックスの踵を押しこんでいた。
●5099|129●　表に出ると、雪村が建物の外壁に手をついて、革靴の中に黒いソックスの踵を押しこんでいた。

○5268|87○　桜の花びらが、雪のように白く空を染めあげる。
●5268|87●　桜の花びらが、雪のように白く空を染めあげる。

○5563|46○T小町
●5563|46●T小町

○5668|67○「あ、おはよーございます」
●5668|67●「あ、おはよーございます」

○5775|46○T青葉
●5775|46●T青葉

○5880|63○「おはようございます」
●5880|63●「おはようございます」

○6023|179○　雪村と青葉ちゃんが深く頭を下げあったが、俺はそれにならわず、聞こえるか聞こえないか知ったこっちゃないぐらいの声量で「おう」とだけ言った。
●6023|179●　雪村と青葉ちゃんが深く頭を下げあったが、俺はそれにならわず、聞こえるか聞こえないか知ったこっちゃないぐらいの声量で「おう」とだけ言った。

○6242|75○　眠くもないのにこの気だるさは……
●6242|75●　眠くもないのにこの気だるさは……

○6367|57○なんなんだろう。
●6367|57●なんなんだろう。

○6609|54○TBGSP_18d.gpd
●6609|54●TBGSP_18d.gpd

○6881|46○T青葉
●6881|46●T青葉

○6986|155○「……スーパーもあるけど、商店街の人たちみんな優しいよ。値段だって、何度か通ってれば同じくらいには負けてくれるし」
●6986|155●「……スーパーもあるけど、商店街の人たちみんな優しいよ。値段だって、何度か通ってれば同じくらいには負けてくれるし」

○7290|46○T小町
●7290|46●T小町

○7395|119○「うん、いいねえ、地域住民同士の暖かなふれあい。忘れたくないね、そのぬくもり」
●7395|119●「うん、いいねえ、地域住民同士の暖かなふれあい。忘れたくないね、そのぬくもり」

○7613|171○「お店の人から直接ナマの情報を引きだして、その日その時に合った商品を選ぶ。行きすぎた資本主義に埋没していた、人間と人間のつながり」
●7613|171●「お店の人から直接ナマの情報を引きだして、その日その時に合った商品を選ぶ。行きすぎた資本主義に埋没していた、人間と人間のつながり」

○7883|189○「犬は骨を交換しないし、豚も真珠を交換しません。交易とは、万物の霊長ホモサピエンスにのみ許された崇高な社会的交流手段。これこそお買い物の醍醐味だよ」
●7883|189●「犬は骨を交換しないし、豚も真珠を交換しません。交易とは、万物の霊長ホモサピエンスにのみ許された崇高な社会的交流手段。これこそお買い物の醍醐味だよ」

○8221|46○T青葉
●8221|46●T青葉

○8326|99○「じゃあ、おねえちゃんも実家にいた頃から商店派だったの？」
●8326|99●「じゃあ、おねえちゃんも実家にいた頃から商店派だったの？」

○8574|46○T小町
●8574|46●T小町

○8679|115○「それが……あはは、実は単純にそういう大型店、近くにないだけだったりして」
●8679|115●「それが……あはは、実は単純にそういう大型店、近くにないだけだったりして」

○9002|59○「ね、せんぱい？」
●9002|59●「ね、せんぱい？」

○9141|101○　前を歩いていた雪村と青葉ちゃんが、揃って俺を振りかえった。
●9141|101●　前を歩いていた雪村と青葉ちゃんが、揃って俺を振りかえった。

○9282|46○T舞人
●9282|46●T舞人

○9328|51○「ん……」
●9328|51●「ん……」

○9459|119○　ろくに聞いていなかった俺は、どうとでも取れる平板なアクセントで喉を鳴らした。
●9459|119●　ろくに聞いていなかった俺は、どうとでも取れる平板なアクセントで喉を鳴らした。

○9727|46○T小町
●9727|46●T小町

○9832|115○「あれ、ハッスルが足りないですね。今日の運勢で悪い結果でも出てましたか？」
●9832|115●「あれ、ハッスルが足りないですね。今日の運勢で悪い結果でも出てましたか？」

○10155|179○「駄目ですよ。ああいうのは夕食の買い出しと同じです。いくつもの検証結果の中から、自分に都合の良いものだけを選りぬいて信じないといけません」
